locationFips,location,year,count_birth,rate_fertility,rate_birth,count_crudeDeathDup,rate_deathCrudeTenThousand,rate_naturalIncrease,count_pregnancies,rate_pregnancy,count_abortions,rate_abortion,count_fetalDeaths,rate_fetalDeaths,count_noPreviousBirths,percent_noPreviousBirths,count_fourPlusBirths,percent_fourPlusBirths,count_liveBirthWithInOneYr,percent_liveBirthWithInOneYr,count_birth15To17Yr,count_birth18To19Yr,count_birth15To19Yr,count_pregnancy15To17Yr,count_pregnancy18To19Yr,count_pregnancy15To19Yr,rate_birth15To17Yr,rates_birth18To19Yr,rate_birth15To19Yr,rate_pregnancy15To17Yr,rates_pregnancy18To19Yr,rate_pregnancy15To19Yr,count_birthMotherWhite,count_birthMotherAfricanAmerican,count_birthMotherAmericanIndian,count_birthMotherAsianPacificIslander,count_birthMotherOtherUnknown,count_birthMotherHispanic,count_birthMotherLeHighSchool,count_birthMotherHighSchoolGED,count_birthMotherSomeCollegeNoDegree,count_birthMotherAssociateDegree,count_birthMotherBachelorDegree,count_birthMotherGraduateDegree,count_birthToUnmarriedMothers,count_birthToForeignBornMothers,count_birthWithNoFatherDocumented,count_birthOnMedicaid,count_birthForMothersSmoked,percent_birthToUnmarriedMothers,percent_birthToForeignBornMothers,percent_birthWithNoFatherDocumented,percent_birthOnMedicaid,percent_birthForMothersSmoked,count_firstTrimesterPNC,count_adequacyPNCInadequate,count_adequacyPNCIntermediate,count_adequacyPNCAdequate,count_adequacyPNCIntensive,count_birthOutOfState,percent_firstTrimesterPNC,percent_adequacyPNCInadequate,percent_adequacyPNCIntermediate,percent_adequacyPNCAdequate,percent_adequacyPNCIntensive,percent_birthOutOfState,count_birthVaginal,count_birthVBAC,count_birthTotalCesarean,count_birthFirstTimeCesarean,count_birthRepeatCesarean,percent_birthVaginal,percent_birthVBAC,percent_birthTotalCesarean,percent_birthFirstTimeCesarean,percent_birthRepeatCesarean,count_birthSingleton,count_birthPreterm,percent_birthPreterm,count_birthLowBirthWeight,percent_birthLowBirthWeight,count_birthVeryLowBirthWeight,percent_birthVeryLowBirthWeight,count_crudeDeath,rate_crudeDeathOneHundredThousand,rate_ageAdjustedDeath,count_crudeDeathPrematureLe75Yrs,rate_ageAdjustedDeathPrematureLe75Yrs,count_crudeDeathLe1Yrs,count_crudeDeath1To4Yrs,count_crudeDeath5To9Yrs,count_crudeDeath10To14Yrs,count_crudeDeath15To19Yrs,count_crudeDeath20To34Yrs,count_crudeDeath35To49Yrs,count_crudeDeath50To64Yrs,count_crudeDeath65To79Yrs,count_crudeDeath80PlusYrs,rate_crudeDeathLe1Yrs,rate_crudeDeath1To4Yrs,rate_crudeDeath5To9Yrs,rate_crudeDeath10To14Yrs,rate_crudeDeath15To19Yrs,rate_crudeDeath20To34Yrs,rate_crudeDeath35To49Yrs,rate_crudeDeath50To64Yrs,rate_crudeDeath65To79Yrs,rate_crudeDeath80PlusYrs,count_crudeDeathCancer,count_crudeDeathHeartDisease,count_crudeDeathCOVID19,count_crudeDeathUnintentInjury,count_crudeDeathChonicLowerRespiratoryDisease,count_crudeDeathStroke,count_crudeDeathAlzheimer,count_crudeDeathDiabetes,count_crudeDeathInfluenzaPneumonia,count_crudeDeathSuicide,count_crudeDeathNephritis,count_crudeDeathParkinson,count_crudeDeathChronicLiverDisease,count_crudeDeathHypertension,rate_crudeDeathCancer,rate_crudeDeathHeartDisease,rate_crudeDeathRateCOVID19,rate_crudeDeathUnintentInjury,rate_crudeDeathAlzheimer,rate_crudeDeathChonicLowerRespiratoryDisease,rate_crudeDeathStroke,rate_crudeDeathDiabetes,rate_crudeDeathSuicide,rate_crudeDeathInfluenzaPneumonia,rate_crudeDeathParkinson,rate_crudeDeathChronicLiverDisease,rate_crudeDeathChronicHypertension
27119,Polk,2016,448,81.5,14.2,339,11.4,2.8,453,82.4,,,,,,,,0.087,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.1,0.1,,0.12,,,,,,,,,,,,,,,,,,,,0.257,0.125,0.132,,35,0.08,24,0.055,,,339,1070.8,749.1,122,319.8,,,,,,,,,,,,,,,,,,,,,80,72,,15,13,16,25,13,,6,,4,2,,,,,,,,,,,,,,
27119,Polk,2018,435,79.4,13.8,366,11.6,2.2,440,80.3,2,NA,3,NA,127,0.292,36,0.083,11,NA,6,8,14,6,8,14,NA,NA,NA,NA,NA,NA,357,50,8,1,11,8,34,52,50,65,95,33,125,8,34,217,42,0.287,NA,0.078,0.499,0.097,116,16,25,74,27,291,0.267,NA,0.057,0.17,0.062,0.669,338,2,95,,,0.777,NA,0.218,,,427,27,0.063,12,NA,3,NA,366,1160.8,783.7,128,310.8,1,0,0,0,2,2,11,56,90,204,NA,NA,NA,NA,NA,NA,NA,869.8,2301.2,12193.7,85,83,,12,20,21,15,12,10,5,,6,,,269.6,263.2,,NA,NA,63.4,66.6,NA,NA,NA,NA,,
27119,Polk,2019,368,67.8,11.7,371,11.8,-0.1,371,68.3,3,NA,0,NA,103,0.28,38,0.103,8,NA,2,12,14,2,12,14,NA,NA,NA,NA,NA,NA,290,32,11,7,12,16,34,37,46,42,89,43,108,9,27,175,42,0.293,NA,0.073,0.476,0.114,97,17,13,69,27,239,0.264,NA,NA,0.188,0.073,0.649,286,2,78,,,0.777,NA,0.212,,,356,31,0.087,14,NA,3,NA,371,1182.9,810.7,136,331.6,1,1,0,1,2,2,12,60,94,198,NA,NA,NA,NA,NA,NA,NA,963.2,2268.9,12139.8,59,79,,16,18,20,14,12,6,6,,4,,,188.1,251.9,,NA,NA,NA,63.8,NA,NA,NA,NA,,
27119,Polk,2020,373,69.4,12.1,422,13.7,-1.6,380,70.7,7,NA,0,NA,116,0.311,31,0.083,4,NA,2,6,8,2,6,8,NA,NA,NA,NA,NA,NA,311,34,8,4,7,9,44,70,62,56,91,40,124,7,38,*,39,0.332,NA,0.102,*,0.105,114,10,14,75,32,241,0.306,NA,NA,0.201,0.086,0.646,273,1,99,,,0.732,NA,0.265,,,369,34,0.092,11,NA,0,NA,422,1365.7,928.2,160,379.2,1,0,0,0,2,3,11,50,140,215,NA,NA,NA,NA,NA,NA,NA,836.4,3298,13101.8,80,67,61,14,27,16,20,11,,,,,5,5,258.9,216.8,197.4,NA,64.7,87.4,NA,NA,,,,NA,NA
27121,Pope,2016,118,72.8,10.7,131,11.6,-0.9,122,75.3,,,,,,,,0.042,,0.024,,,,,,,5.7,35.5,16.1,5.7,42.6,18.6,,,,,,,,,,,,,,,,,,0.288,0.02,0.09,,0.07,,,,,,,,,,,,,,,,,,,,0.289,0.136,0.153,,6,0.053,2,0.018,,,131,1185.6,680.5,46,291.5,,,,,,,,,,,,,,,,,,,,,27,32,,7,6,7,8,2,,2,,2,1,,,,,,,,,,,,,,
27121,Pope,2015,124,77.5,11.2,128,11.6,-0.4,129,80.6,,,,,,,,0.032,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,0.121,,0.185,,,,,,,,,,,,,,,,,,,,0.347,0.21,0.137,,10,0.089,5,0.042,,,128,1159.3,616.8,40,247.9,,,,,,,,,,,,,,,,,,,,,23,32,,5,7,11,6,5,5,1,3,,,,,,,,,,,,,,,,
27121,Pope,2017,128,79.9,11.7,104,9.5,2.2,134,83.6,6,NA,0,NA,45,0.352,7,NA,7,NA,1,2,3,1,2,3,NA,NA,NA,NA,NA,NA,117,0,1,1,0,9,4,12,22,28,30,10,31,7,8,63,13,0.242,NA,NA,0.492,NA,114,6,10,70,41,0,0.891,NA,NA,0.547,0.32,NA,85,3,40,30,10,0.664,NA,0.313,0.234,NA,117,10,NA,7,NA,0,NA,104,948,497.9,25,145.1,0,0,0,0,0,1,1,10,19,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,9918.5,18,27,,5,1,5,9,3,1,1,,3,,,NA,246.1,,NA,NA,NA,NA,NA,NA,NA,NA,,
27121,Pope,2018,121,74.2,10.9,137,12.3,-1.4,127,77.9,5,NA,1,NA,44,0.364,11,NA,1,NA,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,114,0,0,2,0,5,4,12,12,28,34,6,27,6,5,65,13,0.223,NA,NA,0.537,NA,104,7,2,56,55,0,0.86,NA,NA,0.463,0.455,NA,83,4,34,,,0.686,NA,0.281,,,121,10,NA,7,NA,1,NA,137,1234.6,698.5,41,273.5,1,0,0,1,0,1,5,16,33,80,NA,NA,NA,NA,NA,NA,NA,NA,1775.1,10869.6,29,30,,3,6,8,6,7,5,1,,2,,,261.3,270.3,,NA,NA,NA,NA,NA,NA,NA,NA,,
27121,Pope,2020,118,69.2,10.5,132,11.7,-1.2,127,74.5,7,NA,2,NA,39,0.331,5,NA,1,NA,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,115,0,1,1,0,1,6,10,28,32,30,12,28,3,13,*,10,0.237,NA,NA,*,NA,106,6,7,51,54,0,0.898,NA,NA,0.432,0.458,NA,82,1,35,,,0.695,NA,0.297,,,116,7,NA,5,NA,0,NA,132,1170.5,700.6,46,312.3,1,0,0,0,1,4,3,19,36,68,NA,NA,NA,NA,NA,NA,NA,NA,1745,9315.1,24,22,2,7,11,2,7,4,,,,,1,7,212.8,195.1,NA,NA,NA,NA,NA,NA,,,,NA,NA
27121,Pope,2019,132,78.8,11.7,140,12.4,-0.7,139,82.9,7,NA,0,NA,43,0.326,2,NA,2,NA,0,2,2,0,3,3,NA,NA,NA,NA,NA,NA,125,0,0,1,0,6,8,9,18,38,31,8,34,8,8,61,17,0.258,NA,NA,0.462,NA,118,7,7,58,59,0,0.894,NA,NA,0.439,0.447,NA,91,1,40,,,0.689,NA,0.303,,,122,10,NA,6,NA,3,NA,140,1244.6,664.9,44,251.4,1,0,0,0,1,0,2,17,36,83,NA,NA,NA,NA,NA,NA,NA,NA,1786.6,10807.3,25,26,,2,11,6,10,7,1,2,,2,,,222.2,231.1,,NA,NA,NA,NA,NA,NA,NA,NA,,
27123,Ramsey,2017,7689,65.8,14,4346,7.9,6.1,9306,79.6,1572,13.5,45,5.8,2852,0.371,681,0.089,160,0.033,67,215,282,105,290,395,6.9,27.8,16.2,10.9,37.6,22.7,3442,1654,44,1858,61,630,767,955,928,583,1637,1201,3156,2563,1011,4380,414,0.41,0.333,0.131,0.57,0.054,5698,1228,883,3184,2278,37,0.741,0.16,0.115,0.414,0.296,0.005,5563,191,1934,1190,744,0.724,0.025,0.252,0.155,0.097,7434,509,0.068,455,0.061,84,0.011,4346,793.1,708.5,1774,283.8,47,11,2,3,25,106,205,671,1130,2146,602.1,NA,NA,NA,71.7,80.8,210.5,674.9,1984.8,10648.5,906,696,,294,219,224,276,136,70,81,,73,,,165.3,127,,53.7,50.4,40,40.9,24.8,14.8,12.8,13.3,,
27123,Ramsey,2019,7151,60.9,13,4333,7.9,5.1,8831,75.2,1636,13.9,44,6.1,2472,0.346,653,0.091,117,0.025,61,164,225,97,265,362,6.3,21.2,13,10.1,34.3,20.8,2982,1627,42,1832,20,648,749,927,979,507,1502,1136,3001,2413,1034,4058,362,0.42,0.337,0.145,0.567,0.051,5589,942,744,3163,2234,33,0.782,0.132,0.104,0.442,0.312,0.005,5089,224,1830,,,0.712,0.031,0.256,,,6934,536,0.077,438,0.063,76,0.011,4333,787.4,690.8,1762,274.1,46,6,2,3,14,137,183,655,1147,2140,602.5,NA,NA,NA,NA,106,183.6,679.4,1863.5,10553.8,890,675,,284,222,260,265,116,48,69,,76,,,161.7,122.7,,51.6,48.2,40.3,47.2,21.1,12.5,8.7,13.8,,
27123,Ramsey,2018,7513,64,13.7,4392,8,5.7,9158,78,1597,13.6,48,6.3,2643,0.352,662,0.088,139,0.029,67,183,250,98,269,367,7,23.8,14.5,10.3,35,21.3,3209,1666,51,1884,35,668,789,927,1047,553,1606,1075,3229,2528,1054,4365,411,0.43,0.336,0.14,0.581,0.055,5632,1084,768,3229,2349,32,0.75,0.144,0.102,0.43,0.313,0.004,5495,202,1816,,,0.731,0.027,0.242,,,7269,521,0.072,476,0.065,95,0.013,4392,798.2,706.3,1729,271.5,48,7,4,3,17,107,180,602,1224,2200,614.9,NA,NA,NA,NA,81.6,184.8,605.5,2149.9,10916.5,938,771,,264,200,257,278,131,63,73,,78,,,170.5,140.1,,48,50.5,36.3,46.7,23.8,13.3,11.5,14.2,,
27123,Ramsey,2020,6941,59.3,12.7,5141,9.4,3.3,8467,72.3,1491,12.7,35,5,2446,0.352,598,0.086,115,0.026,66,154,220,109,230,339,6.8,20.4,12.7,11.1,30.5,19.6,2883,1615,59,1731,11,642,1013,1378,1251,532,1584,1144,3041,2311,999,*,305,0.438,0.333,0.144,*,0.044,5360,963,1114,2906,1906,24,0.772,0.139,0.16,0.419,0.275,0.003,4787,183,1968,,,0.69,0.026,0.284,,,6702,519,0.077,445,0.066,67,0.01,5141,938.3,819.5,2137,332.6,21,5,3,6,10,159,265,758,1442,2472,287.5,NA,NA,NA,NA,124.7,264.5,798.2,2284.8,12186.3,840,712,630,387,182,254,247,160,,,,,110,89,153.3,130,115,70.6,45.1,33.2,46.4,29.2,,,,20.1,16.2
27123,Ramsey,2015,7836,68.3,14.6,4155,7.7,6.8,9537,83.1,1627,14.2,,,,,,0.077,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,,0.135,,0.064,,,,,,,,,,,,,,,,,,,,0.232,0.142,0.09,,584,0.083,434,0.057,,,4155,772.1,693.8,1613,269.4,,,,,,,,,,,,,,,,,,,,,884,694,,289,203,263,207,111,65,69,65,,,,,,,,,,,,,,,,
27123,Ramsey,2016,7731,67.1,14.3,4106,7.7,6.6,9399,81.6,1624,14.1,,,,,,0.082,,0.033,,,,,,,9.1,31.3,19.2,13,42.6,26.4,,,,,,,,,,,,,,,,,,0.422,0.33,0.13,,0.06,,,,,,,,,,,,,,,,,,,,0.245,0.151,0.094,,501,0.067,435,0.058,,,4106,759.5,677.6,1694,279.2,,,,,,,,,,,,,,,,,,,,,877,666,,286,212,257,266,123,,65,,67,74,,,,,,,,,,,,,,
27125,Red Lake,2015,47,74.2,11.6,25,6.2,5.4,49,77.4,,,,,,,,0.064,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255,,0.106,,0.085,,,,,,,,,,,,,,,,,,,,0.404,0.17,0.234,,0,0,1,0.022,,,25,616.5,495.2,14,NA,,,,,,,,,,,,,,,,,,,,,8,9,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,
27125,Red Lake,2016,42,67.9,10.5,28,6.2,4.3,42,67.9,,,,,,,,0.119,,NA,,,,,,,7.7,49.4,17.5,7.7,49.4,17.5,,,,,,,,,,,,,,,,,,0.357,0,0.19,,0.17,,,,,,,,,,,,,,,,,,,,0.333,0.095,0.238,,1,0.025,1,0.025,,,28,698.8,501.1,13,NA,,,,,,,,,,,,,,,,,,,,,7,6,,1,1,2,1,1,,2,,1,0,,,,,,,,,,,,,,
27125,Red Lake,2017,41,65.1,10.2,32,7.9,2.2,42,66.7,1,NA,0,NA,16,NA,1,NA,0,NA,1,3,4,1,3,4,NA,NA,NA,NA,NA,NA,36,1,2,0,0,2,1,4,5,8,7,3,16,3,7,17,6,NA,NA,NA,NA,NA,27,4,5,15,10,7,0.659,NA,NA,NA,NA,NA,26,0,14,10,4,0.634,NA,NA,NA,NA,41,2,NA,1,NA,0,NA,32,794,548.5,14,268,0,0,0,0,0,1,1,6,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,,4,2,1,1,1,0,1,,0,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,
27125,Red Lake,2018,43,69.1,10.8,39,9.8,1,44,70.7,1,NA,0,NA,15,NA,1,NA,1,NA,0,5,5,0,5,5,NA,NA,NA,NA,NA,NA,39,1,3,0,0,0,2,5,6,9,4,1,21,1,7,21,7,0.488,NA,NA,0.488,NA,25,4,3,15,9,12,0.581,NA,NA,NA,NA,NA,26,0,17,,,0.605,NA,NA,,,41,5,NA,4,NA,0,NA,39,975.2,682.8,24,470.6,1,0,0,0,0,0,4,6,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,,5,2,0,0,4,0,0,,0,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,
27125,Red Lake,2019,46,72.2,11.3,36,8.9,2.5,46,72.2,0,NA,0,NA,15,NA,1,NA,1,NA,0,2,2,0,2,2,NA,NA,NA,NA,NA,NA,39,1,5,0,0,1,1,4,8,12,8,1,17,0,7,18,5,NA,NA,NA,NA,NA,27,1,6,19,10,10,0.587,NA,NA,NA,NA,NA,28,0,18,,,0.609,NA,NA,,,42,7,NA,2,NA,0,NA,36,887.8,509.1,22,338.7,0,1,0,0,0,0,0,8,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,,0,5,2,1,3,0,1,,1,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,
27125,Red Lake,2020,44,68.9,10.9,31,7.7,3.2,44,68.9,0,NA,0,NA,18,NA,2,NA,0,NA,0,2,2,0,2,2,NA,NA,NA,NA,NA,NA,38,1,2,1,0,2,5,17,7,9,3,3,23,2,6,*,6,0.523,NA,NA,*,NA,28,2,1,16,14,11,0.636,NA,NA,NA,NA,NA,27,0,17,,,0.614,NA,NA,,,44,7,NA,5,NA,0,NA,31,766.2,549.4,15,315.6,0,0,0,0,0,1,3,5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,6,1,1,0,0,1,,,,,1,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA
27127,Redwood,2016,197,82.4,12.9,203,11.3,1.6,206,86.2,9,,,,,,,0.071,,0.008,,,,,,,2.2,25.2,10,2.2,25.2,10,,,,,,,,,,,,,,,,,,0.416,0.04,0.11,,0.15,,,,,,,,,,,,,,,,,,,,0.295,0.168,0.127,,20,0.104,11,0.057,,,203,1330,747.3,56,285.3,,,,,,,,,,,,,,,,,,,,,38,44,,10,15,15,6,9,,3,,2,1,,,,,,,,,,,,,,
27127,Redwood,2015,199,82.9,12.9,175,11.3,1.6,207,86.3,8,,,,,,,0.07,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337,,0.106,,0.146,,,,,,,,,,,,,,,,,,,,0.337,0.231,0.106,,19,0.106,15,0.079,,,175,1131.1,682,57,314.2,,,,,,,,,,,,,,,,,,,,,38,41,,12,9,7,3,9,3,3,4,,,,,,,,,,,,,,,,
27127,Redwood,2017,184,77.7,12,199,13,-1,194,81.9,10,NA,0,NA,52,0.283,18,NA,5,NA,3,4,7,3,5,8,NA,NA,NA,NA,NA,NA,157,3,6,13,0,5,9,13,28,23,57,18,52,10,15,91,21,0.283,NA,NA,0.495,0.114,150,13,11,101,52,4,0.815,NA,NA,0.549,0.283,NA,120,3,61,36,25,0.652,NA,0.332,0.196,0.136,178,8,NA,7,NA,0,NA,199,1303,769.4,62,341.6,1,0,0,1,0,5,8,26,43,115,NA,NA,NA,NA,NA,NA,NA,827.5,1951.9,11175.9,35,46,,13,9,19,4,8,4,1,,5,,,229.2,301.2,,NA,NA,NA,NA,NA,NA,NA,NA,,
27127,Redwood,2019,196,81.1,12.9,175,11.5,1.4,206,85.2,10,NA,0,NA,63,0.321,17,NA,4,NA,1,1,2,1,2,3,NA,NA,NA,NA,NA,NA,167,3,11,10,0,5,10,20,29,32,52,18,63,11,18,89,22,0.321,NA,NA,0.454,0.112,149,24,13,90,53,12,0.76,0.122,NA,0.459,0.27,NA,144,6,46,,,0.735,NA,0.235,,,190,10,NA,10,NA,1,NA,175,1153.6,679.2,55,281.6,1,0,0,0,1,3,4,22,42,102,NA,NA,NA,NA,NA,NA,NA,729.9,1865,9990.2,28,46,,10,13,17,8,3,3,1,,2,,,184.6,303.2,,NA,NA,NA,NA,NA,NA,NA,NA,,
27127,Redwood,2018,199,82.7,13.1,168,11,2,208,86.5,8,NA,1,NA,63,0.317,15,NA,0,NA,2,4,6,2,4,6,NA,NA,NA,NA,NA,NA,172,3,11,6,0,7,6,27,30,33,52,19,73,10,21,97,25,0.367,NA,0.106,0.487,0.126,170,19,13,82,78,6,0.854,NA,NA,0.412,0.392,NA,130,5,64,,,0.653,NA,0.322,,,187,17,NA,9,NA,1,NA,168,1101.7,656.9,56,275.6,1,0,0,0,2,3,3,23,42,94,NA,NA,NA,NA,NA,NA,NA,732,1906.5,9135.1,28,35,,9,13,10,6,2,4,1,,4,,,183.6,229.5,,NA,NA,NA,NA,NA,NA,NA,NA,,
27127,Redwood,2020,191,78.2,12.7,204,13.5,-0.9,198,81.1,6,NA,1,NA,65,0.34,22,0.115,1,NA,1,6,7,1,6,7,NA,NA,NA,NA,NA,NA,168,3,8,7,1,4,16,39,38,43,42,12,61,13,18,*,19,0.319,NA,NA,*,NA,133,25,17,97,45,7,0.696,0.131,NA,0.508,0.236,NA,126,3,62,,,0.66,NA,0.325,,,183,13,NA,6,NA,0,NA,204,1352.9,762.1,66,292.7,0,0,1,0,0,1,1,23,64,114,NA,NA,NA,NA,NA,NA,NA,784.7,2848.2,10993.2,42,40,21,8,10,7,5,3,,,,,1,4,278.5,265.3,139.3,NA,NA,NA,NA,NA,,,,NA,NA
27129,Renville,2015,159,69.3,10.7,195,13.1,-2.4,169,73.6,9,,,,,,,0.038,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358,,0.101,,0.113,,,,,,,,,,,,,,,,,,,,0.257,0.138,0.119,,13,0.094,9,0.06,,,195,1309.4,729.4,59,298.3,,,,,,,,,,,,,,,,,,,,,29,45,,12,13,13,2,8,2,1,2,,,,,,,,,,,,,,,,
27129,Renville,2016,201,89.5,13.7,190,13.1,0.6,211,93.9,10,,,,,,,0.04,,0.008,,,,,,,13.9,57.4,28.1,13.9,61.8,29.5,,,,,,,,,,,,,,,,,,0.403,0.09,0.12,,0.12,,,,,,,,,,,,,,,,,,,,0.32,0.235,0.085,,17,0.089,13,0.068,,,190,1296,763.6,65,331,,,,,,,,,,,,,,,,,,,,,38,38,,13,15,10,7,9,,0,,5,1,,,,,,,,,,,,,,
27129,Renville,2017,183,82.5,12.5,174,11.9,0.6,195,87.9,9,NA,3,NA,60,0.328,11,NA,2,NA,3,9,12,3,9,12,NA,NA,NA,NA,NA,NA,146,3,2,2,1,29,9,21,22,30,39,6,78,5,31,104,22,0.426,NA,0.169,0.568,0.12,152,22,28,89,40,0,0.831,0.12,0.153,0.486,0.219,NA,120,2,61,32,29,0.656,NA,0.333,0.175,0.158,177,14,NA,14,NA,1,NA,174,1188.1,690.9,58,297.8,0,0,0,1,0,1,8,21,43,100,NA,NA,NA,NA,NA,NA,NA,630.3,2107.8,10416.7,36,37,,10,12,5,8,9,2,2,,1,,,245.8,252.6,,NA,NA,NA,NA,NA,NA,NA,NA,,
27129,Renville,2020,171,75.6,11.9,194,13.5,-1.6,183,80.9,8,NA,4,NA,60,0.351,5,NA,1,NA,2,3,5,2,4,6,NA,NA,NA,NA,NA,NA,132,2,5,1,0,31,18,37,29,34,44,9,68,5,13,*,17,0.398,NA,NA,*,NA,139,13,22,89,46,0,0.813,NA,0.129,0.52,0.269,NA,124,0,47,,,0.725,NA,0.275,,,162,6,NA,7,NA,1,NA,194,1346.9,790,65,347.5,2,0,0,0,0,4,7,21,55,105,NA,NA,NA,NA,NA,NA,NA,690.8,2520.6,11029.4,31,25,34,9,9,8,13,9,,,,,1,5,215.2,173.6,236.1,NA,NA,NA,NA,NA,,,,NA,NA
27129,Renville,2019,161,71.6,11.1,185,12.7,-1.6,176,78.3,13,NA,2,NA,51,0.317,10,NA,0,NA,4,5,9,4,7,11,NA,NA,NA,NA,NA,NA,131,1,4,2,0,23,10,15,26,30,35,6,71,5,13,90,19,0.441,NA,NA,0.559,NA,132,13,12,83,52,0,0.82,NA,NA,0.516,0.323,NA,112,1,48,,,0.696,NA,0.298,,,159,17,NA,11,NA,1,NA,185,1271.7,728.4,61,289.8,2,0,0,0,0,0,3,24,54,102,NA,NA,NA,NA,NA,NA,NA,757.8,2561.7,10658.3,47,31,,9,15,8,11,9,1,2,,1,,,323.1,213.1,,NA,NA,NA,NA,NA,NA,NA,NA,,
27129,Renville,2018,180,80.1,12.3,166,11.4,1,190,84.6,9,NA,1,NA,59,0.328,11,NA,2,NA,3,13,16,3,13,16,NA,NA,NA,NA,NA,NA,141,2,8,2,0,27,13,21,31,27,32,9,69,12,18,104,30,0.383,NA,NA,0.578,0.167,150,18,12,101,48,0,0.833,NA,NA,0.561,0.267,NA,121,2,57,,,0.672,NA,0.317,,,172,10,NA,10,NA,3,NA,166,1136.1,652.4,55,263.8,1,0,0,1,1,2,2,19,44,96,NA,NA,NA,NA,NA,NA,NA,NA,2156.9,10000,34,29,,7,14,7,7,11,1,3,,2,,,232.7,198.5,,NA,NA,NA,NA,NA,NA,NA,NA,,
27131,Rice,2018,728,56,10.9,513,7.7,3.2,797,61.3,67,5.2,2,NA,222,0.305,83,0.114,8,NA,5,14,19,6,19,25,NA,NA,NA,NA,NA,8.6,483,128,2,12,0,103,109,89,124,96,126,56,261,186,73,378,54,0.359,0.255,0.1,0.519,0.074,557,89,50,314,249,2,0.765,0.122,0.069,0.431,0.342,NA,490,15,223,,,0.673,NA,0.306,,,708,46,0.065,30,0.042,6,NA,513,771.2,647.6,189,235.7,6,1,0,0,1,5,18,63,153,266,NA,NA,NA,NA,NA,NA,NA,495.8,2077.7,10211.1,116,87,,27,16,21,12,18,4,4,,8,,,174.4,130.8,,40.6,NA,NA,31.6,NA,NA,NA,NA,,
27131,Rice,2020,643,49,9.6,593,8.8,0.7,710,54.1,65,5,2,NA,203,0.316,66,0.103,7,NA,5,9,14,10,13,23,NA,NA,NA,NA,NA,7.8,448,95,2,9,3,86,109,126,104,89,151,60,237,131,55,*,42,0.369,0.204,0.086,*,0.065,520,56,92,285,182,2,0.809,0.087,0.143,0.443,0.283,NA,424,8,211,,,0.659,NA,0.328,,,627,45,0.072,27,0.043,3,NA,593,884,720.3,227,272.4,4,0,0,0,1,18,17,86,169,298,NA,NA,NA,NA,NA,NA,NA,681.8,2055.7,10746.5,118,86,52,38,29,24,23,8,,,,,9,2,175.9,128.2,77.5,56.6,34.3,43.2,35.8,NA,,,,NA,NA
27131,Rice,2019,720,55.3,10.8,532,7.9,2.8,783,60.1,58,4.5,5,NA,210,0.292,85,0.118,19,NA,4,20,24,7,24,31,NA,12,8.2,NA,14.4,10.6,496,126,1,13,0,84,105,79,87,89,161,57,249,174,62,360,64,0.346,0.242,0.086,0.5,0.089,577,64,45,317,264,2,0.801,0.089,0.063,0.44,0.367,NA,505,18,196,,,0.701,NA,0.272,,,701,51,0.073,33,0.047,9,NA,532,794.4,663.2,186,229.5,6,1,0,0,0,14,15,64,149,283,NA,NA,NA,NA,NA,NA,NA,506.6,1888,10516.5,109,103,,26,17,36,10,16,4,8,,7,,,162.8,153.8,,38.8,NA,NA,53.8,NA,NA,NA,NA,,
27131,Rice,2017,752,58.7,11.4,577,8.7,2.7,811,63.3,56,4.4,3,NA,222,0.295,86,0.114,8,NA,2,13,15,3,19,22,NA,NA,NA,NA,NA,7.7,530,124,3,14,3,78,122,94,92,87,153,66,249,195,64,381,71,0.331,0.259,0.085,0.507,0.094,594,84,60,362,215,2,0.79,0.112,0.08,0.481,0.286,NA,516,19,217,121,96,0.686,NA,0.289,0.161,0.128,737,50,0.068,36,0.049,3,NA,577,874.7,743.9,190,241,4,0,0,0,1,5,23,79,163,302,NA,NA,NA,NA,NA,NA,196,621.7,2213.5,11593.1,122,128,,42,32,27,20,17,8,4,,7,,,184.9,194,,63.7,30.3,48.5,40.9,NA,NA,NA,NA,,
