locationFips,location,year,count_birth,rate_fertility,rate_birth,count_crudeDeathDup,rate_deathCrudeTenThousand,rate_naturalIncrease,count_pregnancies,rate_pregnancy,count_abortions,rate_abortion,count_fetalDeaths,rate_fetalDeaths,count_noPreviousBirths,percent_noPreviousBirths,count_fourPlusBirths,percent_fourPlusBirths,count_liveBirthWithInOneYr,percent_liveBirthWithInOneYr,count_birth15To17Yr,count_birth18To19Yr,count_birth15To19Yr,count_pregnancy15To17Yr,count_pregnancy18To19Yr,count_pregnancy15To19Yr,rate_birth15To17Yr,rates_birth18To19Yr,rate_birth15To19Yr,rate_pregnancy15To17Yr,rates_pregnancy18To19Yr,rate_pregnancy15To19Yr,count_birthMotherWhite,count_birthMotherAfricanAmerican,count_birthMotherAmericanIndian,count_birthMotherAsianPacificIslander,count_birthMotherOtherUnknown,count_birthMotherHispanic,count_birthMotherLeHighSchool,count_birthMotherHighSchoolGED,count_birthMotherSomeCollegeNoDegree,count_birthMotherAssociateDegree,count_birthMotherBachelorDegree,count_birthMotherGraduateDegree,count_birthToUnmarriedMothers,count_birthToForeignBornMothers,count_birthWithNoFatherDocumented,count_birthOnMedicaid,count_birthForMothersSmoked,percent_birthToUnmarriedMothers,percent_birthToForeignBornMothers,percent_birthWithNoFatherDocumented,percent_birthOnMedicaid,percent_birthForMothersSmoked,count_firstTrimesterPNC,count_adequacyPNCInadequate,count_adequacyPNCIntermediate,count_adequacyPNCAdequate,count_adequacyPNCIntensive,count_birthOutOfState,percent_firstTrimesterPNC,percent_adequacyPNCInadequate,percent_adequacyPNCIntermediate,percent_adequacyPNCAdequate,percent_adequacyPNCIntensive,percent_birthOutOfState,count_birthVaginal,count_birthVBAC,count_birthTotalCesarean,count_birthFirstTimeCesarean,count_birthRepeatCesarean,percent_birthVaginal,percent_birthVBAC,percent_birthTotalCesarean,percent_birthFirstTimeCesarean,percent_birthRepeatCesarean,count_birthSingleton,count_birthPreterm,percent_birthPreterm,count_birthLowBirthWeight,percent_birthLowBirthWeight,count_birthVeryLowBirthWeight,percent_birthVeryLowBirthWeight,count_crudeDeath,rate_crudeDeathOneHundredThousand,rate_ageAdjustedDeath,count_crudeDeathPrematureLe75Yrs,rate_ageAdjustedDeathPrematureLe75Yrs,count_crudeDeathLe1Yrs,count_crudeDeath1To4Yrs,count_crudeDeath5To9Yrs,count_crudeDeath10To14Yrs,count_crudeDeath15To19Yrs,count_crudeDeath20To34Yrs,count_crudeDeath35To49Yrs,count_crudeDeath50To64Yrs,count_crudeDeath65To79Yrs,count_crudeDeath80PlusYrs,rate_crudeDeathLe1Yrs,rate_crudeDeath1To4Yrs,rate_crudeDeath5To9Yrs,rate_crudeDeath10To14Yrs,rate_crudeDeath15To19Yrs,rate_crudeDeath20To34Yrs,rate_crudeDeath35To49Yrs,rate_crudeDeath50To64Yrs,rate_crudeDeath65To79Yrs,rate_crudeDeath80PlusYrs,count_crudeDeathCancer,count_crudeDeathHeartDisease,count_crudeDeathCOVID19,count_crudeDeathUnintentInjury,count_crudeDeathChonicLowerRespiratoryDisease,count_crudeDeathStroke,count_crudeDeathAlzheimer,count_crudeDeathDiabetes,count_crudeDeathInfluenzaPneumonia,count_crudeDeathSuicide,count_crudeDeathNephritis,count_crudeDeathParkinson,count_crudeDeathChronicLiverDisease,count_crudeDeathHypertension,rate_crudeDeathCancer,rate_crudeDeathHeartDisease,rate_crudeDeathRateCOVID19,rate_crudeDeathUnintentInjury,rate_crudeDeathAlzheimer,rate_crudeDeathChonicLowerRespiratoryDisease,rate_crudeDeathStroke,rate_crudeDeathDiabetes,rate_crudeDeathSuicide,rate_crudeDeathInfluenzaPneumonia,rate_crudeDeathParkinson,rate_crudeDeathChronicLiverDisease,rate_crudeDeathChronicHypertension
,CHB - Kittson: Marshall: Pennington: Red Lake: Roseau,2017,583,77,12.4,475,10.1,2.3,590,77.9,6,NA,1,NA,196,0.336,29,0.05,11,NA,2,24,26,3,24,27,NA,51,18.1,NA,51,18.8,523,9,13,14,3,21,12,85,102,84,113,32,189,26,65,237,86,0.324,0.045,0.111,0.407,0.148,372,38,30,203,159,150,0.638,0.065,0.051,0.348,0.273,0.257,370,8,204,98,106,0.635,NA,0.35,0.168,0.182,567,42,0.074,26,0.046,5,NA,475,1006.3,670.4,167,278.2,5,0,0,0,2,3,18,76,132,239,NA,NA,NA,NA,NA,NA,NA,729.6,2108,9153.6,102,114,,27,22,21,11,14,5,6,,10,,,216.1,241.5,,57.2,NA,46.6,44.5,NA,NA,NA,NA,,
,CHB - Kittson: Marshall: Pennington: Red Lake: Roseau,2018,517,68.7,11,444,9.5,1.6,521,69.3,4,NA,0,NA,163,0.315,38,0.074,8,NA,0,18,18,0,19,19,NA,NA,NA,NA,NA,NA,475,6,11,5,3,17,11,73,83,90,112,26,183,19,48,205,68,0.354,NA,0.093,0.397,0.132,325,26,27,173,153,137,0.629,0.05,0.052,0.335,0.296,0.265,335,4,178,,,0.648,NA,0.344,,,487,38,0.078,24,0.049,2,NA,444,945.4,641.1,181,303.3,3,3,0,0,2,9,21,60,134,212,NA,NA,NA,NA,NA,NA,258.9,576,2139.9,8119.5,87,107,,21,23,25,7,18,11,10,,3,,,185.2,227.8,,44.7,NA,49,53.2,NA,NA,NA,NA,,
,CHB - Kittson: Marshall: Pennington: Red Lake: Roseau,2015,583,73.7,12.1,434,9.1,3,590,74.6,6,,,,,,,0.057,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,,0.122,,0.153,,,,,,,,,,,,,,,,,,,,0.381,0.206,0.175,,35,0.066,19,0.034,,,434,906.2,625,158,269.6,,,,,,,,,,,,,,,,,,,,,90,106,,12,25,26,8,17,8,9,12,,,,,,,,,,,,,,,,
,CHB - Kittson: Marshall: Pennington: Red Lake: Roseau,2016,532,69,11.2,430,9,2.1,536,69.5,,,,,,,,0.06,,0.019,,,,,,,5.3,44.9,17.8,5.7,45.7,18.3,,,,,,,,,,,,,,,,,,0.333,0.05,0.12,,0.18,,,,,,,,,,,,,,,,,,,,0.35,0.201,0.148,,36,0.07,26,0.051,,,430,904.8,621.2,148,254.8,,,,,,,,,,,,,,,,,,,,,88,104,,21,21,23,14,13,,10,,6,7,,,,,,,,,,,,,,
,CHB - Kittson: Marshall: Pennington: Red Lake: Roseau,2020,435,58.1,9.3,562,12.1,-2.7,440,58.8,3,NA,2,NA,142,0.326,21,0.048,6,NA,3,9,12,3,9,12,NA,NA,NA,NA,NA,NA,389,4,12,10,5,15,27,104,78,91,105,28,144,14,42,*,41,0.331,NA,0.097,*,0.094,287,14,20,188,98,114,0.66,NA,0.046,0.432,0.225,0.262,266,5,163,,,0.611,NA,0.375,,,420,26,0.062,18,NA,2,NA,562,1206.7,773.7,210,333.2,3,2,1,1,0,10,15,86,155,289,NA,NA,NA,NA,NA,NA,NA,891.2,2247.7,10497.6,115,110,70,33,25,26,13,20,,,,,12,5,246.9,236.2,150.3,70.9,NA,53.7,55.8,42.9,,,,NA,NA
,CHB - Le Sueur: Waseca,2017,551,64.3,11.7,398,8.5,3.3,596,69.5,40,4.7,5,NA,206,0.374,33,0.06,4,NA,2,19,21,2,20,22,NA,NA,14.1,NA,39.1,14.7,470,14,3,6,0,58,20,62,90,85,117,46,208,43,54,270,73,0.377,0.078,0.098,0.49,0.132,479,31,39,206,264,3,0.869,0.056,0.071,0.374,0.479,NA,370,8,173,116,57,0.672,NA,0.314,0.211,0.103,534,41,0.077,21,0.039,2,NA,398,848.7,629.8,131,211.6,1,0,0,1,0,7,12,46,107,224,NA,NA,NA,NA,NA,NA,NA,468.6,1766.6,10651.5,97,86,,24,29,21,14,15,6,8,,5,,,206.8,183.4,,51.2,NA,61.8,44.8,NA,NA,NA,NA,,
,CHB - Le Sueur: Waseca,2018,541,63,11.5,407,8.6,2.8,584,68,41,4.8,2,NA,179,0.331,30,0.055,12,NA,7,14,21,9,17,26,NA,NA,14.4,NA,NA,17.8,468,17,3,2,2,49,23,59,90,87,118,40,198,27,75,260,61,0.366,0.05,0.139,0.481,0.113,452,40,34,255,203,1,0.835,0.074,0.063,0.471,0.375,NA,359,6,175,,,0.664,NA,0.323,,,527,35,0.066,23,0.044,5,NA,407,862.6,638.1,137,214.9,0,0,1,0,2,4,14,46,116,224,NA,NA,NA,NA,NA,NA,NA,468.6,1915.1,10651.5,100,93,,18,18,24,24,12,9,5,,4,,,211.9,197.1,,NA,50.9,NA,50.9,NA,NA,NA,NA,,
,CHB - Le Sueur: Waseca,2019,477,54.8,10,451,9.5,0.5,517,59.4,37,4.2,3,NA,146,0.306,19,NA,5,NA,5,11,16,7,12,19,NA,NA,NA,NA,NA,NA,404,12,1,7,2,51,19,48,93,76,120,34,165,28,56,204,44,0.346,0.059,0.117,0.428,0.092,407,42,27,229,178,0,0.853,0.088,0.057,0.48,0.373,NA,334,6,137,,,0.7,NA,0.287,,,469,35,0.075,25,0.053,4,NA,451,949.5,710.1,168,266.8,4,0,0,0,1,8,15,57,130,236,NA,NA,NA,NA,NA,NA,NA,580.3,2009.9,11211.4,100,90,,33,27,24,29,13,3,4,,9,,,210.5,189.5,,69.5,61.1,56.8,50.5,NA,NA,NA,NA,,
,CHB - Le Sueur: Waseca,2015,532,60.3,11.3,401,8.6,2.7,569,64.5,36,4.1,,,,,,0.047,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365,,0.133,,0.145,,,,,,,,,,,,,,,,,,,,0.307,0.16,0.147,,35,0.076,15,0.029,,,401,859.6,647.8,137,228,,,,,,,,,,,,,,,,,,,,,93,78,,22,15,23,14,15,5,3,5,,,,,,,,,,,,,,,,
,CHB - Le Sueur: Waseca,2016,527,61.8,11.3,407,8.8,2.6,573,67.2,40,4.7,,,,,,0.051,,0.021,,,,,,,3.9,31.3,12.5,4.9,36.3,14.8,,,,,,,,,,,,,,,,,,0.362,0.06,0.14,,0.14,,,,,,,,,,,,,,,,,,,,0.309,0.159,0.15,,41,0.082,27,0.054,,,407,875.2,663.9,142,238.5,,,,,,,,,,,,,,,,,,,,,96,85,,21,21,20,21,15,,9,,7,4,,,,,,,,,,,,,,
,CHB - Le Sueur: Waseca,2020,466,53.6,9.9,449,9.5,0.4,506,58.2,38,4.4,2,NA,159,0.341,29,0.062,5,NA,9,8,17,9,10,19,NA,NA,NA,NA,NA,NA,403,6,3,3,0,51,33,101,108,69,105,50,163,22,42,*,44,0.35,0.047,0.09,*,0.094,405,33,68,213,148,1,0.869,0.071,0.146,0.457,0.318,NA,303,10,153,,,0.65,NA,0.328,,,442,22,0.05,19,NA,1,NA,449,949.4,703.7,164,261,1,1,0,0,3,5,18,58,140,223,NA,NA,NA,NA,NA,NA,NA,595.9,2125.4,10243.5,90,90,37,25,25,11,16,18,,,,,7,8,190.3,190.3,78.2,52.9,NA,52.9,NA,NA,,,,NA,NA
,CHB - Lincoln: Lyon: Murray: Pipestone: Redwood: Rock,2018,943,76.4,12.9,783,10.7,2.2,986,79.9,39,3.2,4,NA,277,0.294,55,0.058,6,NA,10,23,33,10,26,36,NA,26,14.1,NA,29.4,15.4,765,40,12,47,5,74,63,106,119,131,234,96,294,120,90,483,95,0.312,0.127,0.095,0.512,0.101,626,55,34,405,235,210,0.664,0.058,0.036,0.429,0.249,0.223,690,12,241,,,0.732,NA,0.256,,,907,59,0.065,34,0.037,5,NA,783,1068.4,647.5,241,259.4,7,0,0,1,4,11,18,99,174,469,NA,NA,NA,NA,NA,NA,NA,672.6,1799.6,9923.8,154,161,,38,47,46,54,19,15,6,,12,,,210.1,219.7,,51.9,73.7,64.1,62.8,NA,NA,NA,NA,,
,CHB - Lincoln: Lyon: Murray: Pipestone: Redwood: Rock,2020,872,71.5,12,901,12.4,-0.4,914,74.9,39,3.2,3,NA,261,0.299,71,0.081,11,NA,6,28,34,8,32,40,NA,32.8,14.5,NA,37.5,17.1,712,24,13,45,2,76,99,186,146,142,226,71,278,114,98,*,66,0.319,0.131,0.112,*,0.076,528,69,69,386,149,194,0.606,0.079,0.079,0.443,0.171,0.222,640,6,226,,,0.734,NA,0.259,,,842,48,0.057,33,0.039,4,NA,901,1242.8,735.8,296,308.2,2,1,2,0,0,11,24,102,236,523,NA,NA,NA,NA,NA,NA,197.4,741.1,2274.9,11101.7,164,177,83,47,39,34,34,25,,,,,12,17,226.2,244.2,114.5,64.8,46.9,53.8,46.9,34.5,,,,NA,NA
,CHB - Lincoln: Lyon: Murray: Pipestone: Redwood: Rock,2017,941,76,12.8,851,11.5,1.2,982,79.3,38,3.1,3,NA,302,0.321,63,0.067,27,0.042,6,24,30,7,27,34,NA,26,12.5,NA,29.2,14.2,762,37,17,46,4,75,67,91,125,113,263,80,276,118,96,483,91,0.293,0.125,0.102,0.513,0.097,627,46,52,394,227,200,0.666,0.049,0.055,0.419,0.241,0.213,662,3,276,149,127,0.704,NA,0.293,0.158,0.135,896,53,0.059,41,0.046,5,NA,851,1154.6,693,253,274.8,5,0,0,3,2,7,26,98,198,512,NA,NA,NA,NA,NA,NA,213.4,665.9,2047.8,10833.7,179,188,,39,44,68,39,26,14,10,,15,,,242.9,255.1,,52.9,52.9,59.7,92.3,35.3,NA,NA,NA,,
,CHB - Lincoln: Lyon: Murray: Pipestone: Redwood: Rock,2019,908,73.9,12.5,836,11.5,1,943,76.7,34,2.8,1,NA,280,0.308,69,0.076,16,NA,6,24,30,6,26,32,NA,26.8,12.7,NA,29,13.6,739,34,15,41,4,75,66,117,102,122,231,86,276,115,89,441,85,0.304,0.127,0.098,0.486,0.094,573,62,52,376,200,209,0.631,0.068,0.057,0.414,0.22,0.23,671,7,230,,,0.739,NA,0.253,,,874,66,0.076,43,0.049,6,NA,836,1146.5,682.5,269,290.1,5,0,0,1,6,10,20,97,204,493,NA,NA,NA,NA,NA,NA,164.8,691.9,2018.4,10464.9,185,170,,32,50,42,49,29,9,9,,14,,,253.7,233.1,,43.9,67.2,68.6,57.6,39.8,NA,NA,NA,,
,CHB - Lincoln: Lyon: Murray: Pipestone: Redwood: Rock,2016,980,79.2,13.3,839,11.4,1.9,1014,82,32,2.6,,,,,,0.081,,0.023,,,,,,,4.5,24.8,12.5,5.2,26.5,13.6,,,,,,,,,,,,,,,,,,0.333,0.12,0.11,,0.1,,,,,,,,,,,,,,,,,,,,0.298,0.171,0.127,,61,0.064,34,0.036,,,839,1136.2,670.9,229,247.6,,,,,,,,,,,,,,,,,,,,,149,194,,42,55,60,59,24,,11,,6,6,,,,,,,,,,,,,,
,CHB - Lincoln: Lyon: Murray: Pipestone: Redwood: Rock,2015,969,74,12.4,839,11.3,1.1,1004,76.8,29,2.3,,,,,,0.06,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283,,0.092,,0.104,,,,,,,,,,,,,,,,,,,,0.295,0.183,0.112,,60,0.072,40,0.043,,,839,1130.7,689.5,265,301.7,,,,,,,,,,,,,,,,,,,,,192,168,,46,54,47,30,21,14,11,15,,,,,,,,,,,,,,,,
,CHB - Mahnomen: Norman: Polk,2018,606,82,13.9,540,12.4,1.5,616,83.4,7,NA,3,NA,172,0.284,66,0.109,15,NA,9,13,22,9,14,23,NA,NA,15.4,NA,NA,16.1,462,52,61,1,16,14,49,85,73,87,112,45,219,10,75,333,101,0.361,NA,0.124,0.55,0.167,171,45,30,114,38,372,0.282,0.074,0.05,0.188,0.063,0.614,466,2,137,,,0.769,NA,0.226,,,598,44,0.074,29,0.048,6,NA,540,1240.7,836.9,201,355.7,4,0,0,0,3,7,18,79,138,291,NA,NA,NA,NA,NA,NA,NA,885.9,2495,12185.9,117,115,,26,24,26,25,27,16,6,,9,,,268.8,264.2,,59.7,57.4,55.1,59.7,62,NA,NA,NA,,
,CHB - Mahnomen: Norman: Polk,2019,535,72.8,12.4,525,12.1,0.2,540,73.5,4,NA,1,NA,155,0.29,61,0.114,12,NA,4,25,29,4,25,29,NA,48.4,20,NA,48.4,20,386,35,75,9,12,18,46,62,77,56,107,46,221,9,72,294,94,0.413,NA,0.135,0.55,0.176,146,53,24,97,46,310,0.273,0.099,0.045,0.181,0.086,0.579,407,4,122,,,0.761,NA,0.228,,,519,49,0.094,26,0.05,5,NA,525,1213.4,837.7,205,371.1,2,2,0,1,2,4,22,82,147,263,NA,NA,NA,NA,NA,NA,303.8,962.9,2538.4,11400.1,96,99,,27,28,23,20,19,7,10,,9,,,221.9,228.8,,62.4,46.2,64.7,53.2,NA,NA,NA,NA,,
,CHB - Mahnomen: Norman: Polk,2017,616,82.8,14.1,535,12.2,1.8,624,83.9,5,NA,3,NA,207,0.336,64,0.104,8,NA,11,31,42,11,31,42,NA,55.6,28.8,NA,55.6,28.8,447,49,78,7,11,24,49,96,75,81,112,38,240,66,105,345,115,0.39,0.107,0.17,0.56,0.187,180,54,40,112,43,356,0.292,0.088,0.065,0.182,0.07,0.578,455,5,156,78,78,0.739,NA,0.253,0.127,0.127,590,46,0.078,33,0.056,4,NA,535,1221.1,863.4,220,418.8,5,2,0,1,0,15,29,85,141,257,NA,NA,NA,NA,NA,NA,403.5,953.2,2549.3,10762.1,113,101,,30,37,23,38,21,9,14,,1,,,257.9,230.5,,68.5,86.7,84.5,52.5,47.9,NA,NA,NA,,
,CHB - Mahnomen: Norman: Polk,2015,584,78.9,13.4,524,12,1.4,594,80.3,7,,,,,,,0.091,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.401,,0.149,,0.212,,,,,,,,,,,,,,,,,,,,0.267,0.144,0.123,,39,0.074,29,0.051,,,524,1200,822.6,193,352.2,,,,,,,,,,,,,,,,,,,,,92,105,,29,35,33,36,17,5,4,8,,,,,,,,,,,,,,,,
,CHB - Mahnomen: Norman: Polk,2016,636,86.1,14.6,495,11.3,3.2,647,87.6,9,,,,,,,0.101,,0.023,,,,,,,8.6,43.6,21.6,8.6,44.9,22.1,,,,,,,,,,,,,,,,,,0.222,0.08,0.16,,0.2,,,,,,,,,,,,,,,,,,,,0.269,0.121,0.148,,55,0.089,34,0.054,,,495,1132.6,778.2,179,336.2,,,,,,,,,,,,,,,,,,,,,111,105,,29,25,17,38,18,,8,,4,5,,,,,,,,,,,,,,
,CHB - Mahnomen: Norman: Polk,2020,511,70.3,12,579,13.6,-1.6,521,71.6,9,NA,1,NA,150,0.294,50,0.098,10,NA,3,9,12,3,9,12,NA,NA,NA,NA,NA,NA,400,35,48,4,12,12,66,102,92,76,119,43,199,7,85,*,75,0.389,NA,0.166,*,0.147,155,35,20,104,46,303,0.303,0.068,0.039,0.204,0.09,0.593,366,2,143,,,0.716,NA,0.28,,,495,41,0.083,13,NA,1,NA,579,1355.6,932.1,235,423.1,2,0,0,0,3,9,23,72,197,273,NA,NA,NA,NA,NA,NA,319.8,874.8,3318.7,11752,112,96,72,30,32,21,26,17,,,,,9,10,262.2,224.8,168.6,70.2,60.9,74.9,49.2,NA,,,,NA,NA
,CHB - Meeker: McLeod: Sibley,2017,765,62.5,10.4,725,9.8,0.5,821,67,53,4.3,3,NA,277,0.362,51,0.067,10,NA,2,20,22,3,26,29,NA,25.9,9.7,NA,33.7,12.8,674,4,2,7,1,77,42,101,118,135,127,58,245,53,51,394,106,0.32,0.069,0.067,0.515,0.139,644,49,80,349,267,1,0.842,0.064,0.105,0.456,0.349,NA,564,14,186,103,83,0.737,NA,0.243,0.135,0.108,734,62,0.084,29,0.04,5,NA,725,981.3,658.8,241,247,2,1,0,0,2,7,20,77,208,408,NA,NA,NA,NA,NA,NA,152.9,492.4,2111.7,10381.7,169,154,,33,39,22,41,24,11,9,,7,,,228.7,208.4,,44.7,55.5,52.8,29.8,32.5,NA,NA,NA,,
,CHB - Meeker: McLeod: Sibley,2018,862,69.7,11.6,711,9.6,2,906,73.3,42,3.4,2,NA,289,0.335,58,0.067,13,NA,7,28,35,9,31,40,NA,37.3,15,NA,41.3,17.2,763,6,4,4,1,84,32,99,143,162,180,54,267,49,66,397,86,0.31,0.057,0.077,0.461,0.1,732,60,81,439,271,2,0.849,0.07,0.094,0.509,0.314,NA,599,11,252,,,0.695,NA,0.292,,,832,52,0.063,38,0.046,4,NA,711,960.3,640.2,227,231.4,0,0,0,0,1,14,21,87,200,388,NA,NA,NA,NA,NA,NA,160.6,556.3,2030.5,9872.8,153,158,,41,43,29,32,33,11,6,,9,,,206.6,213.4,,55.4,43.2,58.1,39.2,44.6,NA,NA,NA,,
,CHB - Meeker: McLeod: Sibley,2019,818,66.1,11.1,720,9.7,1.3,863,69.8,41,3.3,4,NA,263,0.322,63,0.077,9,NA,4,19,23,4,23,27,NA,NA,9.9,NA,31.4,11.6,724,11,3,5,0,75,39,118,116,136,173,66,250,54,51,378,105,0.306,0.066,0.062,0.462,0.128,691,74,81,431,221,2,0.845,0.09,0.099,0.527,0.27,NA,584,13,221,,,0.714,NA,0.27,,,801,65,0.081,37,0.046,4,NA,720,973.2,636.2,252,250,0,0,0,2,1,12,19,96,219,371,NA,NA,NA,NA,NA,NA,NA,621.5,2105.8,9167.3,160,151,,27,31,35,37,32,6,8,,10,,,216.3,204.1,,36.5,50,41.9,47.3,43.3,NA,NA,NA,,
,CHB - Meeker: McLeod: Sibley,2020,787,63.6,10.7,839,11.4,-0.7,832,67.2,35,2.8,10,NA,273,0.347,61,0.078,3,NA,3,17,20,4,20,24,NA,NA,8.7,NA,27.8,10.4,690,9,5,6,2,75,60,174,154,165,168,62,248,46,61,*,71,0.315,0.058,0.078,*,0.09,630,68,92,406,215,0,0.801,0.086,0.117,0.516,0.273,NA,556,13,218,,,0.706,NA,0.277,,,760,65,0.086,37,0.049,2,NA,839,1137.4,743.2,267,266.1,4,0,0,0,4,15,15,96,239,466,NA,NA,NA,NA,NA,NA,NA,629.9,2245,11620.9,156,175,73,40,34,38,48,32,,,,,5,11,211.5,237.2,99,54.2,65.1,46.1,51.5,43.4,,,,NA,NA
,CHB - Meeker: McLeod: Sibley,2015,806,72.6,12.2,705,9.5,2.6,860,77,50,4,,,,,,0.093,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,,0.088,,0.132,,,,,,,,,,,,,,,,,,,,0.329,0.179,0.15,,53,0.077,29,0.038,,,705,953.9,651.1,220,232.2,,,,,,,,,,,,,,,,,,,,,152,145,,45,40,50,24,36,10,7,12,,,,,,,,,,,,,,,,
,CHB - Meeker: McLeod: Sibley,2016,889,72.4,12,744,10.1,2,944,76.9,54,4.4,,,,,,0.085,,0.024,,,,,,,4.7,40.2,16.1,6.2,44.8,18.6,,,,,,,,,,,,,,,,,,0.339,0.07,0.09,,0.14,,,,,,,,,,,,,,,,,,,,0.303,0.175,0.127,,64,0.073,39,0.045,,,744,1008.4,675.5,246,253.1,,,,,,,,,,,,,,,,,,,,,172,157,,26,38,52,28,34,,20,,7,9,,,,,,,,,,,,,,
,CHB - Minneapolis,2020,5294,49.1,12.5,2957,7,5.5,6849,63.5,1538,14.3,17,NA,2247,0.424,553,0.104,70,0.023,56,120,176,87,237,324,10.1,15.6,13.3,15.6,30.8,24.4,2426,1705,118,352,25,669,942,911,707,260,1294,1146,2111,1574,961,*,272,0.399,0.297,0.182,*,0.051,3918,910,885,1940,1483,20,0.74,0.172,0.167,0.366,0.28,0.004,3739,108,1443,,,0.706,0.02,0.273,,,5110,393,0.077,324,0.063,61,0.012,2957,696.8,862,1672,393.2,36,9,3,6,26,158,221,600,898,1000,NA,166.2,NA,NA,98.5,115.8,269.8,923.3,2712.5,10960.1,502,374,322,308,124,112,97,85,,,,,80,62,118.2,88.1,75.8,72.5,22.8,29.2,26.4,20,,,,18.8,14.6
,CHB - Minneapolis,2018,5692,54,13.7,2397,5.8,7.9,7481,70.9,1752,16.6,37,6.5,2295,0.403,592,0.104,78,0.023,49,136,185,109,242,351,9,17.9,14.2,20,31.8,26.9,2677,1801,107,420,35,652,733,605,593,267,1420,1167,2154,1760,1002,2967,283,0.378,0.309,0.176,0.521,0.05,4276,887,578,2084,2042,21,0.751,0.156,0.102,0.366,0.359,0.004,4134,106,1450,,,0.726,0.019,0.255,,,5510,533,0.097,463,0.084,387,0.014,2414,580.3,733.9,1329,326.7,37,5,3,3,8,106,177,502,712,861,NA,NA,NA,NA,NA,80.2,220.9,777.5,2447,9987.2,489,377,,240,118,114,86,80,40,41,,27,,,117.5,90.6,,57.7,20.7,28.4,27.4,19.2,9.9,9.6,6.5,,
,CHB - Minneapolis,2019,5522,51.9,13.1,2579,6.1,7,7271,68.4,1718,16.2,31,5.6,2285,0.414,586,0.106,73,0.023,58,160,218,109,242,351,10.8,21.2,16.9,20.4,32,27.2,2565,1821,103,367,40,626,763,584,528,263,1264,1194,2169,1678,1056,2936,286,0.393,0.304,0.191,0.532,0.052,4146,927,663,1974,1882,27,0.751,0.168,0.12,0.357,0.341,0.005,3942,118,1457,,,0.714,0.021,0.264,,,5332,577,0.108,482,0.09,390,0.017,2579,613.6,756.1,1421,339.8,35,8,4,4,13,130,206,499,761,919,NA,157.4,NA,NA,NA,96.5,253.2,778.3,2313.3,10096.7,546,403,,237,96,122,91,79,30,73,,35,,,129.9,95.9,,56.4,21.6,22.8,29,18.8,17.4,7.1,8.3,,
,CHB - Minneapolis,2017,5871,55.9,14.3,2561,6.2,8,7722,73.6,1804,17.2,47,7.9,2442,0.416,637,0.108,70,0.02,62,152,214,109,242,351,11.5,20.3,16.6,20.1,32.4,27.2,2747,1828,115,430,62,689,843,546,617,305,1327,1176,2266,1857,1002,3207,349,0.386,0.316,0.171,0.546,0.059,4403,1008,606,2121,2003,22,0.75,0.172,0.103,0.361,0.341,0.004,4265,107,1497,981,516,0.726,0.018,0.255,0.167,0.088,5668,618,0.109,523,0.092,416,0.019,2561,622.4,794,1389,342.9,34,4,2,1,10,111,205,543,698,953,NA,NA,NA,NA,NA,84,255.8,841,2398.9,11054.4,543,396,,240,114,130,90,95,32,47,,34,,,132,96.2,,58.3,21.9,27.7,31.6,23.1,11.4,7.8,8.3,,
,CHB - Morrison: Todd: Wadena,2020,838,74.5,11.7,825,11.5,0.2,880,78.2,38,3.4,4,NA,252,0.301,91,0.109,11,NA,6,26,32,6,29,35,NA,40.1,16.2,NA,44.8,17.7,749,10,3,4,7,65,114,212,158,157,136,56,277,50,73,*,95,0.331,0.06,0.087,*,0.113,662,94,92,383,252,6,0.79,0.112,0.11,0.457,0.301,NA,587,30,215,,,0.7,0.036,0.257,,,806,55,0.068,35,0.043,8,NA,825,1150.2,727.6,291,292.9,4,1,0,2,4,11,26,107,231,439,NA,NA,NA,NA,NA,NA,219.9,719.5,2033.1,10847.5,158,121,85,40,45,26,52,33,,,,,12,11,220.3,168.7,118.5,55.8,72.5,62.7,36.2,46,,,,NA,NA
,CHB - Morrison: Todd: Wadena,2019,854,75.7,11.9,751,10.5,1.4,903,80.1,38,3.4,11,NA,232,0.272,98,0.115,13,NA,5,16,21,6,20,26,NA,NA,10.6,NA,30.8,13.1,762,10,4,6,10,62,64,127,136,146,137,44,275,60,87,430,133,0.322,0.07,0.102,0.504,0.156,685,81,58,410,287,5,0.802,0.095,0.068,0.48,0.336,NA,613,39,199,,,0.718,0.046,0.233,,,836,58,0.069,36,0.043,3,NA,751,1047,686.9,285,310.1,4,0,0,1,3,18,33,109,198,385,NA,NA,NA,NA,NA,NA,278.4,720.6,1795.3,9560.5,145,133,,39,46,45,42,30,15,20,,11,,,202.1,185.4,,54.4,58.6,64.1,62.7,41.8,27.9,NA,NA,,
