tract2010,county,year,povLevel,fips,zip,povTract,numCounty,pctCounty,numZip,pctZip,numTract,pctTract
27053026006,Hennepin,2017,Same as Minnesota,27053,55346,8.4,611122.9,49.9,4441.6,26.5,0,54.6
27053026018,Hennepin,2017,Lower than Minnesota,27053,55347,2,611122.9,49.9,8900.7,29.5,0,28.7
27053027503,Hennepin,2017,Lower than Minnesota,27053,55331,3.4,611122.9,49.9,4841.3,26.7,0,22.6
27053026910,Hennepin,2017,Lower than Minnesota,27053,55327,5.7,611122.9,49.9,13.8,0.4,0,4.6
27053023901,Hennepin,2017,Lower than Minnesota,27053,55439,2.5,611122.9,49.9,3858.2,42.9,0,36.7
27053103100,Hennepin,2017,Higher than Minnesota,27053,55413,25.5,611122.9,49.9,11847.7,84.9,0,81.2
27053002400,Hennepin,2017,Higher than Minnesota,27053,55413,23.7,611122.9,49.9,11847.7,84.9,0,97.4
27053103700,Hennepin,2017,Higher than Minnesota,27053,55414,27.5,611122.9,49.9,22132.2,66.6,0,89.5
27053105400,Hennepin,2017,Higher than Minnesota,27053,55404,30.2,611122.9,49.9,24518,87.7,0,83.6
27053110900,Hennepin,2017,Lower than Minnesota,27053,55407,4.8,611122.9,49.9,17466.9,42.7,0,59.4
27053026707,Hennepin,2017,Lower than Minnesota,27053,55369,2.5,611122.9,49.9,15547.5,43.8,0,39.1
27053111600,Hennepin,2017,Lower than Minnesota,27053,55419,6.5,611122.9,49.9,15457.2,56.7,0,24.9
27053026711,Hennepin,2017,Lower than Minnesota,27053,55311,2.9,611122.9,49.9,10506.1,28.1,0,57
27053026713,Hennepin,2017,Lower than Minnesota,27053,55369,1.4,611122.9,49.9,15547.5,43.8,0,36.6
27053008200,Hennepin,2017,Higher than Minnesota,27053,55408,30.2,611122.9,49.9,18503.5,59.1,0,71.6
27053008400,Hennepin,2017,Higher than Minnesota,27053,55407,19.6,611122.9,49.9,17466.9,42.7,0,62.2
27053107400,Hennepin,2017,Higher than Minnesota,27053,55406,19.6,611122.9,49.9,14710.3,44.2,0,57.1
27053023903,Hennepin,2017,Lower than Minnesota,27053,55439,4.5,611122.9,49.9,3858.2,42.9,0,17.2
27053101300,Hennepin,2017,Higher than Minnesota,27053,55411,23.2,611122.9,49.9,21024.9,68,0,100
27053001100,Hennepin,2017,Same as Minnesota,27053,55418,14.9,611122.9,49.9,14999.3,48.6,0,85.4
27053102500,Hennepin,2017,Higher than Minnesota,27053,55413,23,611122.9,49.9,11847.7,84.9,0,58.4
27053010600,Hennepin,2017,Lower than Minnesota,27053,55410,1.5,611122.9,49.9,7906.7,39.3,0,44.3
27053025601,Hennepin,2017,Same as Minnesota,27053,55431,9.8,611122.9,49.9,9521.9,51.9,0,79.3
27053025702,Hennepin,2017,Same as Minnesota,27053,55431,8.1,611122.9,49.9,9521.9,51.9,0,51.5
27053025802,Hennepin,2017,Lower than Minnesota,27053,55431,2.2,611122.9,49.9,9521.9,51.9,0,31.4
27053026013,Hennepin,2017,Lower than Minnesota,27053,55346,1,611122.9,49.9,4441.6,26.5,0,16.5
27053025905,Hennepin,2017,Lower than Minnesota,27053,55438,1.6,611122.9,49.9,4075.7,24.8,0,37.9
27053122600,Hennepin,2017,Lower than Minnesota,27053,55426,3.2,611122.9,49.9,14381.9,53.9,0,48.8
27053125500,Hennepin,2017,Same as Minnesota,27053,55420,11.6,611122.9,49.9,10327.8,45.4,0,88.3
27053022400,Hennepin,2017,Same as Minnesota,27053,55426,13.3,611122.9,49.9,14381.9,53.9,0,58.5
27053022102,Hennepin,2017,Same as Minnesota,27053,55426,10.5,611122.9,49.9,14381.9,53.9,0,49.7
27053125900,Hennepin,2017,Higher than Minnesota,27053,55407,29.9,611122.9,49.9,17466.9,42.7,0,96.8
27053024100,Hennepin,2017,Lower than Minnesota,27053,55423,4.3,611122.9,49.9,27235.6,75.1,0,93.9
27053020302,Hennepin,2017,Higher than Minnesota,27053,55429,27.1,611122.9,49.9,15363.1,54.9,0,57
27053020303,Hennepin,2017,Same as Minnesota,27053,55429,10.1,611122.9,49.9,15363.1,54.9,0,36.1
27053026609,Hennepin,2017,Same as Minnesota,27053,55447,6.8,611122.9,49.9,9152.7,43,0,33.7
27053026510,Hennepin,2017,Lower than Minnesota,27053,55442,4.8,611122.9,49.9,6419.3,48.9,0,32.4
27055020500,Houston,2017,Same as Minnesota,27055,55921,9.7,785.5,4.2,0,0,0,0
27055020900,Houston,2017,Lower than Minnesota,27055,55921,7.4,785.5,4.2,0,0,0,0
27055020200,Houston,2017,Lower than Minnesota,27055,55947,7,785.5,4.2,360.4,4.9,0,0.3
27055020100,Houston,2017,Same as Minnesota,27055,55947,9.3,785.5,4.2,360.4,4.9,0,13.7
27055020300,Houston,2017,Same as Minnesota,27055,55943,11.4,785.5,4.2,14.7,0.5,0,0
27057070700,Hubbard,2017,Lower than Minnesota,27057,56470,6.3,408.3,2,22.4,0.2,0,0.8
27057070600,Hubbard,2017,Higher than Minnesota,27057,56470,19.7,408.3,2,22.4,0.2,0,10
27057070500,Hubbard,2017,Same as Minnesota,27057,56470,10.7,408.3,2,22.4,0.2,0,0.4
27057070400,Hubbard,2017,Same as Minnesota,27057,56467,9.4,408.3,2,0,0,0,0
