countyLong,countyLat,countyPK,countyOrder,county,chb,schsacRegion,countyFips,chbPK,schsacRegionPK,chbLong,chbLat,chbOrder,schsacRegionLong,schsacRegionLat,schsacRegionOrder
-93.7702713,46.79919434,18,447,Crow Wing,(C) Crow Wing,Central (C),27035,99003,99000,-93.7702713,46.79919434,131,-93.7702713,46.79919434,65
-93.78173828,46.58719635,18,448,Crow Wing,(C) Crow Wing,Central (C),27035,99003,99000,-93.78173828,46.58719635,132,-93.78173828,46.58719635,66
-93.8161087,46.59292603,18,449,Crow Wing,(C) Crow Wing,Central (C),27035,99003,99000,-93.8161087,46.59292603,133,-93.8161087,46.59292603,67
-93.81037903,46.25488281,18,450,Crow Wing,(C) Crow Wing,Central (C),27035,99003,99000,-93.81037903,46.25488281,134,,,
-93.03688812,44.47871399,19,452,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.03688812,44.47871399,392,,,
-93.27179718,44.48444366,19,453,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.27179718,44.48444366,393,-93.27179718,44.48444366,148
-93.28326416,44.55319595,19,454,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.28326416,44.55319595,394,,,
-93.27179718,44.63914108,19,455,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.27179718,44.63914108,395,,,
-93.31763458,44.63914108,19,456,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.31763458,44.63914108,396,,,
-93.31763458,44.72508621,19,457,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.31763458,44.72508621,397,,,
-93.32910156,44.72508621,19,458,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.32910156,44.72508621,398,,,
-93.32910156,44.81103134,19,459,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.32910156,44.81103134,399,,,
-93.28326416,44.81103134,19,460,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.28326416,44.81103134,400,,,
-93.24315643,44.8396759,19,461,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.24315643,44.8396759,401,,,
-93.19731903,44.87405777,19,462,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.19731903,44.87405777,402,,,
-93.1743927,44.89697266,19,463,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.1743927,44.89697266,403,,,
-93.14001465,44.91416168,19,464,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.14001465,44.91416168,404,,,
-93.12283325,44.93708038,19,465,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.12283325,44.93708038,405,,,
-93.03688812,44.93708038,19,466,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.03688812,44.93708038,406,,,
-93.02542877,44.92562103,19,467,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.02542877,44.92562103,407,,,
-93.01396942,44.89697266,19,468,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.01396942,44.89697266,408,,,
-93.00823975,44.8625946,19,469,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.00823975,44.8625946,409,,,
-93.01396942,44.80530167,19,470,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.01396942,44.80530167,410,,,
-93.01396942,44.78238297,19,471,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.01396942,44.78238297,411,,,
-92.91656494,44.77664948,19,472,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.91656494,44.77664948,412,,,
-92.89937592,44.78238297,19,473,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.89937592,44.78238297,413,,,
-92.84207916,44.75946426,19,474,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.84207916,44.75946426,414,,,
-92.80197144,44.75373077,19,475,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.80197144,44.75373077,415,,,
-92.73895264,44.71362686,19,476,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.73895264,44.71362686,416,-92.73895264,44.71362686,136
-92.73321533,44.64487076,19,477,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.73321533,44.64487076,417,-92.73321533,44.64487076,137
-92.80197144,44.64487076,19,478,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.80197144,44.64487076,418,-92.80197144,44.64487076,138
-92.79624939,44.55319595,19,479,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.79624939,44.55319595,419,-92.79624939,44.55319595,139
-92.91656494,44.55319595,19,480,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.91656494,44.55319595,420,-92.91656494,44.55319595,140
-92.91656494,44.52455139,19,481,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.91656494,44.52455139,421,-92.91656494,44.52455139,141
-92.94521332,44.51309204,19,482,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.94521332,44.51309204,422,-92.94521332,44.51309204,142
-92.97386169,44.51309204,19,483,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.97386169,44.51309204,423,-92.97386169,44.51309204,143
-92.98532104,44.52455139,19,484,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-92.98532104,44.52455139,424,-92.98532104,44.52455139,144
-93.01396942,44.52455139,19,485,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.01396942,44.52455139,425,-93.01396942,44.52455139,145
-93.03688812,44.52455139,19,486,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.03688812,44.52455139,426,-93.03688812,44.52455139,146
-93.03688812,44.47871399,19,487,Dakota,(M) Dakota,Metro (M),27037,99102,99100,-93.03688812,44.47871399,427,-93.03688812,44.47871399,147
-93.05407715,43.85419083,20,489,Dodge,(SE) Dodge-Steele,Southeast (SE),27039,99500,99500,,,,,,
-93.04833984,44.20369339,20,490,Dodge,(SE) Dodge-Steele,Southeast (SE),27039,99500,99500,,,,,,
-92.67019653,44.20369339,20,491,Dodge,(SE) Dodge-Steele,Southeast (SE),27039,99500,99500,-92.67019653,44.20369339,1070,,,
-92.67591858,43.8599205,20,492,Dodge,(SE) Dodge-Steele,Southeast (SE),27039,99500,99500,-92.67591858,43.8599205,1071,,,
-92.69311523,43.8599205,20,493,Dodge,(SE) Dodge-Steele,Southeast (SE),27039,99500,99500,-92.69311523,43.8599205,1073,,,
-93.05407715,43.85419083,20,494,Dodge,(SE) Dodge-Steele,Southeast (SE),27039,99500,99500,,,,,,
-95.13964844,45.76786804,21,496,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,,,,,,
-95.75843811,45.76786804,21,497,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,,,,,,
-95.75843811,45.95694351,21,498,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,,,,,,
-95.76988983,45.95694351,21,499,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,,,,,,
-95.76988983,46.11164093,21,500,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,,,,,,
-95.14537048,46.11164093,21,501,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,-95.14537048,46.11164093,1339,-95.14537048,46.11164093,
-95.15110016,45.92829514,21,502,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,-95.15110016,45.92829514,1340,-95.15110016,45.92829514,702
-95.13391113,45.92829514,21,503,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,-95.13391113,45.92829514,1341,-95.13391113,45.92829514,703
-95.13391113,45.78505707,21,504,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,-95.13391113,45.78505707,1342,-95.13391113,45.78505707,704
-95.13964844,45.76786804,21,505,Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,,,,,,
-93.64422607,43.51041412,22,507,Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.64422607,43.51041412,1006,-93.64422607,43.51041412,507
-93.97653961,43.51041412,22,508,Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.97653961,43.51041412,1005,-93.97653961,43.51041412,508
-94.26301575,43.50468445,22,509,Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,,,,,,
-94.26301575,43.8599205,22,510,Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,,,,,,
-93.77600098,43.8599205,22,511,Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.77600098,43.8599205,998,,,
-93.64995575,43.8599205,22,512,Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.64995575,43.8599205,997,,,
-93.64422607,43.51041412,22,513,Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.64422607,43.51041412,996,,,
-91.72481537,43.51041412,23,515,Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,,,,,,
-92.08004761,43.50468445,23,516,Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.08004761,43.50468445,1078,-92.08004761,43.50468445,582
-92.45819855,43.50468445,23,517,Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.45819855,43.50468445,1079,,,
-92.45819855,43.84273148,23,518,Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.45819855,43.84273148,1080,,,
-92.45246887,43.8599205,23,519,Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.45246887,43.8599205,1081,,,
-92.08577728,43.8599205,23,520,Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.08577728,43.8599205,1082,,,
-91.71908569,43.8599205,23,521,Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,,,,,,
-91.72481537,43.51041412,23,522,Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,,,,,,
-93.05980682,43.51041412,24,524,Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.05980682,43.51041412,1096,-93.05980682,43.51041412,
-93.49525452,43.51041412,24,525,Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.49525452,43.51041412,1097,-93.49525452,43.51041412,587
-93.64422607,43.51041412,24,526,Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.64422607,43.51041412,1098,-93.64422607,43.51041412,588
-93.64995575,43.8599205,24,527,Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.64995575,43.8599205,1099,-93.64995575,43.8599205,589
-93.41503906,43.8599205,24,528,Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.41503906,43.8599205,1100,-93.41503906,43.8599205,590
-93.05407715,43.85419083,24,529,Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.05407715,43.85419083,1101,,,
-93.05980682,43.51041412,24,530,Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.05980682,43.51041412,1102,,,
-92.67019653,44.20369339,25,532,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.67019653,44.20369339,1103,,,
-93.04833984,44.20369339,25,533,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-93.04833984,44.20369339,1104,,,
-93.03688812,44.47871399,25,534,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-93.03688812,44.47871399,1105,,,
-93.03688812,44.52455139,25,535,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-93.03688812,44.52455139,1106,-93.03688812,44.52455139,529
-93.01396942,44.52455139,25,536,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-93.01396942,44.52455139,1107,-93.01396942,44.52455139,530
-92.98532104,44.52455139,25,537,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.98532104,44.52455139,1108,-92.98532104,44.52455139,531
-92.97386169,44.51309204,25,538,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.97386169,44.51309204,1109,-92.97386169,44.51309204,532
-92.94521332,44.51309204,25,539,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.94521332,44.51309204,1110,-92.94521332,44.51309204,533
-92.91656494,44.52455139,25,540,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.91656494,44.52455139,1111,-92.91656494,44.52455139,534
-92.91656494,44.55319595,25,541,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.91656494,44.55319595,1112,-92.91656494,44.55319595,535
-92.79624939,44.55319595,25,542,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.79624939,44.55319595,1113,-92.79624939,44.55319595,536
-92.80197144,44.64487076,25,543,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.80197144,44.64487076,1114,-92.80197144,44.64487076,537
-92.73321533,44.64487076,25,544,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.73321533,44.64487076,1115,-92.73321533,44.64487076,538
-92.73895264,44.71362686,25,545,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.73895264,44.71362686,1116,-92.73895264,44.71362686,539
-92.67591858,44.69070816,25,546,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.67591858,44.69070816,1117,-92.67591858,44.69070816,540
-92.63008881,44.65060043,25,547,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.63008881,44.65060043,1118,-92.63008881,44.65060043,541
-92.58998108,44.60476685,25,548,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.58998108,44.60476685,1119,-92.58998108,44.60476685,542
-92.53268433,44.58184814,25,549,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.53268433,44.58184814,1120,-92.53268433,44.58184814,543
-92.43527985,44.57611465,25,550,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.43527985,44.57611465,1121,-92.43527985,44.57611465,544
-92.36079407,44.55319595,25,551,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.36079407,44.55319595,1122,-92.36079407,44.55319595,545
-92.337883,44.54174042,25,552,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.337883,44.54174042,1123,-92.337883,44.54174042,546
-92.32068634,44.52455139,25,553,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.32068634,44.52455139,1124,-92.32068634,44.52455139,547
-92.29777527,44.48444366,25,554,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.29777527,44.48444366,1125,-92.29777527,44.48444366,548
-92.25193787,44.45579529,25,555,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.25193787,44.45579529,1126,,,
-92.42955017,44.46725464,25,556,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.42955017,44.46725464,1127,,,
-92.42382813,44.37558365,25,557,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.42382813,44.37558365,1128,,,
-92.55560303,44.38131332,25,558,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.55560303,44.38131332,1129,,,
-92.55560303,44.20369339,25,559,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.55560303,44.20369339,1130,,,
-92.67019653,44.20369339,25,560,Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.67019653,44.20369339,1131,,,
-95.75843811,45.76786804,26,562,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,,,,,,
-96.23972321,45.76786804,26,563,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,,,,,,
-96.23972321,45.93402481,26,564,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,,,,,,
-96.2569046,45.9397583,26,565,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,,,,,,
-96.25118256,46.03142929,26,566,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,,,,,,
-96.25118256,46.11164093,26,567,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-96.25118256,46.11164093,1337,,,
-95.76988983,46.11164093,26,568,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-95.76988983,46.11164093,1338,,,
-95.76988983,45.95694351,26,569,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,,,,,,
-95.75843811,45.95694351,26,570,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,,,,,,
-95.75843811,45.76786804,26,571,Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,,,,,,
-93.32910156,44.81103134,27,573,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.32910156,44.81103134,428,,,
-93.36347198,44.79956818,27,574,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.36347198,44.79956818,429,,,
-93.38639069,44.81103134,27,575,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.38639069,44.81103134,430,,,
-93.42076874,44.82248688,27,576,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.42076874,44.82248688,431,,,
-93.45514679,44.82248688,27,577,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.45514679,44.82248688,432,,,
-93.45514679,44.8167572,27,578,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.45514679,44.8167572,433,,,
-93.48379517,44.8167572,27,579,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.48379517,44.8167572,434,,,
-93.51817322,44.82248688,27,580,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.51817322,44.82248688,435,,,
-93.51817322,44.89697266,27,581,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.51817322,44.89697266,436,,,
-93.76454163,44.89697266,27,582,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.76454163,44.89697266,437,,,
-93.76454163,44.98864746,27,583,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.76454163,44.98864746,438,-93.76454163,44.98864746,164
-93.76454163,45.0688591,27,584,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.76454163,45.0688591,439,-93.76454163,45.0688591,165
-93.75881195,45.0917778,27,585,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.75881195,45.0917778,440,-93.75881195,45.0917778,166
-93.7244339,45.10896683,27,586,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.7244339,45.10896683,441,-93.7244339,45.10896683,167
-93.70152283,45.15480423,27,587,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.70152283,45.15480423,442,-93.70152283,45.15480423,168
-93.68432617,45.16053391,27,588,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.68432617,45.16053391,443,-93.68432617,45.16053391,169
-93.64995575,45.17199326,27,589,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.64995575,45.17199326,444,-93.64995575,45.17199326,170
-93.64995575,45.18345261,27,590,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.64995575,45.18345261,445,-93.64995575,45.18345261,171
-93.66140747,45.20636749,27,591,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.66140747,45.20636749,446,-93.66140747,45.20636749,172
-93.64422607,45.21783066,27,592,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.64422607,45.21783066,447,-93.64422607,45.21783066,173
-93.60411835,45.21783066,27,593,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.60411835,45.21783066,448,-93.60411835,45.21783066,174
-93.58692169,45.23501968,27,594,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.58692169,45.23501968,449,-93.58692169,45.23501968,175
-93.53536224,45.22928619,27,595,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.53536224,45.22928619,450,-93.53536224,45.22928619,176
-93.51817322,45.24647522,27,596,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.51817322,45.24647522,451,-93.51817322,45.24647522,177
-93.48952484,45.23501968,27,597,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.48952484,45.23501968,452,,,
-93.38639069,45.20636749,27,598,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.38639069,45.20636749,453,,,
-93.32336426,45.15480423,27,599,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.32336426,45.15480423,454,,,
-93.28899384,45.13188553,27,600,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.28899384,45.13188553,455,,,
-93.28899384,45.09750748,27,601,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.28899384,45.09750748,456,,,
-93.29471588,45.05740356,27,602,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.29471588,45.05740356,457,,,
-93.23168945,45.05167007,27,603,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.23168945,45.05167007,458,,,
-93.20877075,45.05167007,27,604,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.20877075,45.05167007,459,,,
-93.20304871,44.93708038,27,605,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.20304871,44.93708038,460,,,
-93.1743927,44.89697266,27,606,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.1743927,44.89697266,461,,,
-93.19731903,44.87405777,27,607,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.19731903,44.87405777,462,,,
-93.24315643,44.8396759,27,608,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.24315643,44.8396759,463,,,
-93.28326416,44.81103134,27,609,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.28326416,44.81103134,464,,,
-93.32910156,44.81103134,27,610,Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.32910156,44.81103134,465,,,
-91.22634125,43.49895477,28,612,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.22634125,43.49895477,1075,,,
-91.60449219,43.51041412,28,613,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.60449219,43.51041412,1076,-91.60449219,43.51041412,580
-91.72481537,43.51041412,28,614,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.72481537,43.51041412,1077,-91.72481537,43.51041412,581
-91.71908569,43.8599205,28,615,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.71908569,43.8599205,1083,,,
-91.28936768,43.85419083,28,616,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.28936768,43.85419083,1084,,,
-91.2607193,43.84273148,28,617,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.2607193,43.84273148,1085,-91.2607193,43.84273148,569
-91.24353027,43.80262375,28,618,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.24353027,43.80262375,1086,-91.24353027,43.80262375,570
-91.24353027,43.78543472,28,619,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.24353027,43.78543472,1087,-91.24353027,43.78543472,571
-91.25498962,43.72813797,28,620,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.25498962,43.72813797,1088,-91.25498962,43.72813797,572
-91.27217865,43.68803024,28,621,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.27217865,43.68803024,1089,-91.27217865,43.68803024,573
-91.23779297,43.6307373,28,622,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.23779297,43.6307373,1090,-91.23779297,43.6307373,574
-91.24925995,43.59635925,28,623,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.24925995,43.59635925,1091,-91.24925995,43.59635925,575
-91.2607193,43.55625153,28,624,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.2607193,43.55625153,1092,-91.2607193,43.55625153,576
-91.22634125,43.51041412,28,625,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.22634125,43.51041412,1093,-91.22634125,43.51041412,577
-91.22061157,43.51041412,28,626,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.22061157,43.51041412,1094,-91.22061157,43.51041412,578
-91.22634125,43.49895477,28,627,Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.22634125,43.49895477,1095,-91.22634125,43.49895477,579
-94.66408539,47.40652847,29,629,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,,,,,,
-94.66981506,47.33204269,29,630,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.66981506,47.33204269,818,-94.66981506,47.33204269,387
-94.65835571,47.32631302,29,631,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.65835571,47.32631302,819,-94.65835571,47.32631302,388
-94.65835571,46.97680664,29,632,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.65835571,46.97680664,820,-94.65835571,46.97680664,389
-94.64690399,46.97680664,29,633,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.64690399,46.97680664,821,-94.64690399,46.97680664,390
-94.64690399,46.80492401,29,634,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.64690399,46.80492401,822,-94.64690399,46.80492401,391
-94.77867889,46.80492401,29,635,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.77867889,46.80492401,823,-94.77867889,46.80492401,392
-95.14537048,46.80492401,29,636,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.14537048,46.80492401,824,-95.14537048,46.80492401,393
-95.13964844,46.98254013,29,637,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.13964844,46.98254013,825,-95.13964844,46.98254013,394
-95.16255951,46.98254013,29,638,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.16255951,46.98254013,826,-95.16255951,46.98254013,395
-95.16828918,47.1486969,29,639,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.16828918,47.1486969,827,-95.16828918,47.1486969,396
-95.16255951,47.32058716,29,640,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,,,,,,
-95.17401886,47.32631302,29,641,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,,,,,,
-95.16828918,47.4007988,29,642,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.16828918,47.4007988,816,,,
-94.66408539,47.40652847,29,643,Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.66408539,47.40652847,817,-94.66408539,47.40652847,386
-93.0196991,45.41836548,30,645,Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.0196991,45.41836548,135,,,
-93.51817322,45.42982483,30,646,Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.51817322,45.42982483,136,,,
-93.51817322,45.5730629,30,647,Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.51817322,45.5730629,137,,,
-93.51817322,45.74494934,30,648,Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.51817322,45.74494934,138,,,
-93.14001465,45.74494934,30,649,Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.14001465,45.74494934,139,,,
-93.14001465,45.5730629,30,650,Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.14001465,45.5730629,140,,,
-93.01396942,45.5730629,30,651,Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.01396942,45.5730629,141,,,
-93.0196991,45.41836548,30,652,Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.0196991,45.41836548,142,-93.0196991,45.41836548,102
-94.3890686,47.4237175,31,654,Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.3890686,47.4237175,624,-94.3890686,47.4237175,378
