county,chb,schsacRegion,countyFips,chbPK,schsacRegionPK,countyLong,countyLat,countyOrder,chbLong,chbLat,chbOrder,schsacRegionLong,schsacRegionLat,schsacRegionOrder
Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,-95.75843811,45.95694351,498,,,,,,
Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,-95.76988983,45.95694351,499,,,,,,
Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,-95.76988983,46.11164093,500,,,,,,
Douglas,(WC) Horizon Public Health,West Central (WC),27041,99700,99700,-95.13964844,45.76786804,505,,,,,,
Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.64422607,43.51041412,513,-93.64422607,43.51041412,996,,,
Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.64995575,43.8599205,512,-93.64995575,43.8599205,997,,,
Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.77600098,43.8599205,511,-93.77600098,43.8599205,998,,,
Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.97653961,43.51041412,508,-93.97653961,43.51041412,1005,-93.97653961,43.51041412,508
Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-93.64422607,43.51041412,507,-93.64422607,43.51041412,1006,-93.64422607,43.51041412,507
Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-94.26301575,43.50468445,509,,,,,,
Faribault,(SC) Human Services of Faribault & Martin Counties,South Central (SC),27043,99402,99400,-94.26301575,43.8599205,510,,,,,,
Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.08004761,43.50468445,516,-92.08004761,43.50468445,1078,-92.08004761,43.50468445,582
Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.45819855,43.50468445,517,-92.45819855,43.50468445,1079,,,
Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.45819855,43.84273148,518,-92.45819855,43.84273148,1080,,,
Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.45246887,43.8599205,519,-92.45246887,43.8599205,1081,,,
Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-92.08577728,43.8599205,520,-92.08577728,43.8599205,1082,,,
Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-91.72481537,43.51041412,515,,,,,,
Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-91.71908569,43.8599205,521,,,,,,
Fillmore,(SE) Fillmore-Houston,Southeast (SE),27045,99501,99500,-91.72481537,43.51041412,522,,,,,,
Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.05980682,43.51041412,524,-93.05980682,43.51041412,1096,-93.05980682,43.51041412,
Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.49525452,43.51041412,525,-93.49525452,43.51041412,1097,-93.49525452,43.51041412,587
Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.64422607,43.51041412,526,-93.64422607,43.51041412,1098,-93.64422607,43.51041412,588
Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.64995575,43.8599205,527,-93.64995575,43.8599205,1099,-93.64995575,43.8599205,589
Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.41503906,43.8599205,528,-93.41503906,43.8599205,1100,-93.41503906,43.8599205,590
Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.05407715,43.85419083,529,-93.05407715,43.85419083,1101,,,
Freeborn,(SE) Freeborn,Southeast (SE),27047,99502,99500,-93.05980682,43.51041412,530,-93.05980682,43.51041412,1102,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.67019653,44.20369339,532,-92.67019653,44.20369339,1103,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-93.04833984,44.20369339,533,-93.04833984,44.20369339,1104,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-93.03688812,44.47871399,534,-93.03688812,44.47871399,1105,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-93.03688812,44.52455139,535,-93.03688812,44.52455139,1106,-93.03688812,44.52455139,529
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-93.01396942,44.52455139,536,-93.01396942,44.52455139,1107,-93.01396942,44.52455139,530
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.98532104,44.52455139,537,-92.98532104,44.52455139,1108,-92.98532104,44.52455139,531
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.97386169,44.51309204,538,-92.97386169,44.51309204,1109,-92.97386169,44.51309204,532
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.94521332,44.51309204,539,-92.94521332,44.51309204,1110,-92.94521332,44.51309204,533
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.91656494,44.52455139,540,-92.91656494,44.52455139,1111,-92.91656494,44.52455139,534
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.91656494,44.55319595,541,-92.91656494,44.55319595,1112,-92.91656494,44.55319595,535
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.79624939,44.55319595,542,-92.79624939,44.55319595,1113,-92.79624939,44.55319595,536
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.80197144,44.64487076,543,-92.80197144,44.64487076,1114,-92.80197144,44.64487076,537
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.73321533,44.64487076,544,-92.73321533,44.64487076,1115,-92.73321533,44.64487076,538
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.73895264,44.71362686,545,-92.73895264,44.71362686,1116,-92.73895264,44.71362686,539
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.67591858,44.69070816,546,-92.67591858,44.69070816,1117,-92.67591858,44.69070816,540
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.63008881,44.65060043,547,-92.63008881,44.65060043,1118,-92.63008881,44.65060043,541
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.58998108,44.60476685,548,-92.58998108,44.60476685,1119,-92.58998108,44.60476685,542
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.53268433,44.58184814,549,-92.53268433,44.58184814,1120,-92.53268433,44.58184814,543
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.43527985,44.57611465,550,-92.43527985,44.57611465,1121,-92.43527985,44.57611465,544
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.36079407,44.55319595,551,-92.36079407,44.55319595,1122,-92.36079407,44.55319595,545
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.337883,44.54174042,552,-92.337883,44.54174042,1123,-92.337883,44.54174042,546
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.32068634,44.52455139,553,-92.32068634,44.52455139,1124,-92.32068634,44.52455139,547
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.29777527,44.48444366,554,-92.29777527,44.48444366,1125,-92.29777527,44.48444366,548
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.25193787,44.45579529,555,-92.25193787,44.45579529,1126,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.42955017,44.46725464,556,-92.42955017,44.46725464,1127,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.42382813,44.37558365,557,-92.42382813,44.37558365,1128,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.55560303,44.38131332,558,-92.55560303,44.38131332,1129,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.55560303,44.20369339,559,-92.55560303,44.20369339,1130,,,
Goodhue,(SE) Goodhue,Southeast (SE),27049,99503,99500,-92.67019653,44.20369339,560,-92.67019653,44.20369339,1131,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-96.25118256,46.11164093,567,-96.25118256,46.11164093,1337,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-95.76988983,46.11164093,568,-95.76988983,46.11164093,1338,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-95.75843811,45.76786804,562,,,,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-96.23972321,45.76786804,563,,,,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-96.23972321,45.93402481,564,,,,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-96.2569046,45.9397583,565,,,,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-96.25118256,46.03142929,566,,,,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-95.76988983,45.95694351,569,,,,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-95.75843811,45.95694351,570,,,,,,
Grant,(WC) Horizon Public Health,West Central (WC),27051,99700,99700,-95.75843811,45.76786804,571,,,,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.32910156,44.81103134,573,-93.32910156,44.81103134,428,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.36347198,44.79956818,574,-93.36347198,44.79956818,429,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.38639069,44.81103134,575,-93.38639069,44.81103134,430,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.42076874,44.82248688,576,-93.42076874,44.82248688,431,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.45514679,44.82248688,577,-93.45514679,44.82248688,432,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.45514679,44.8167572,578,-93.45514679,44.8167572,433,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.48379517,44.8167572,579,-93.48379517,44.8167572,434,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.51817322,44.82248688,580,-93.51817322,44.82248688,435,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.51817322,44.89697266,581,-93.51817322,44.89697266,436,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.76454163,44.89697266,582,-93.76454163,44.89697266,437,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.76454163,44.98864746,583,-93.76454163,44.98864746,438,-93.76454163,44.98864746,164
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.76454163,45.0688591,584,-93.76454163,45.0688591,439,-93.76454163,45.0688591,165
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.75881195,45.0917778,585,-93.75881195,45.0917778,440,-93.75881195,45.0917778,166
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.7244339,45.10896683,586,-93.7244339,45.10896683,441,-93.7244339,45.10896683,167
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.70152283,45.15480423,587,-93.70152283,45.15480423,442,-93.70152283,45.15480423,168
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.68432617,45.16053391,588,-93.68432617,45.16053391,443,-93.68432617,45.16053391,169
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.64995575,45.17199326,589,-93.64995575,45.17199326,444,-93.64995575,45.17199326,170
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.64995575,45.18345261,590,-93.64995575,45.18345261,445,-93.64995575,45.18345261,171
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.66140747,45.20636749,591,-93.66140747,45.20636749,446,-93.66140747,45.20636749,172
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.64422607,45.21783066,592,-93.64422607,45.21783066,447,-93.64422607,45.21783066,173
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.60411835,45.21783066,593,-93.60411835,45.21783066,448,-93.60411835,45.21783066,174
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.58692169,45.23501968,594,-93.58692169,45.23501968,449,-93.58692169,45.23501968,175
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.53536224,45.22928619,595,-93.53536224,45.22928619,450,-93.53536224,45.22928619,176
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.51817322,45.24647522,596,-93.51817322,45.24647522,451,-93.51817322,45.24647522,177
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.48952484,45.23501968,597,-93.48952484,45.23501968,452,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.38639069,45.20636749,598,-93.38639069,45.20636749,453,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.32336426,45.15480423,599,-93.32336426,45.15480423,454,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.28899384,45.13188553,600,-93.28899384,45.13188553,455,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.28899384,45.09750748,601,-93.28899384,45.09750748,456,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.29471588,45.05740356,602,-93.29471588,45.05740356,457,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.23168945,45.05167007,603,-93.23168945,45.05167007,458,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.20877075,45.05167007,604,-93.20877075,45.05167007,459,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.20304871,44.93708038,605,-93.20304871,44.93708038,460,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.1743927,44.89697266,606,-93.1743927,44.89697266,461,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.19731903,44.87405777,607,-93.19731903,44.87405777,462,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.24315643,44.8396759,608,-93.24315643,44.8396759,463,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.28326416,44.81103134,609,-93.28326416,44.81103134,464,,,
Hennepin,(M) Hennepin,Metro (M),27053,99103,99100,-93.32910156,44.81103134,610,-93.32910156,44.81103134,465,,,
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.22634125,43.49895477,612,-91.22634125,43.49895477,1075,,,
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.60449219,43.51041412,613,-91.60449219,43.51041412,1076,-91.60449219,43.51041412,580
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.72481537,43.51041412,614,-91.72481537,43.51041412,1077,-91.72481537,43.51041412,581
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.71908569,43.8599205,615,-91.71908569,43.8599205,1083,,,
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.28936768,43.85419083,616,-91.28936768,43.85419083,1084,,,
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.2607193,43.84273148,617,-91.2607193,43.84273148,1085,-91.2607193,43.84273148,569
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.24353027,43.80262375,618,-91.24353027,43.80262375,1086,-91.24353027,43.80262375,570
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.24353027,43.78543472,619,-91.24353027,43.78543472,1087,-91.24353027,43.78543472,571
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.25498962,43.72813797,620,-91.25498962,43.72813797,1088,-91.25498962,43.72813797,572
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.27217865,43.68803024,621,-91.27217865,43.68803024,1089,-91.27217865,43.68803024,573
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.23779297,43.6307373,622,-91.23779297,43.6307373,1090,-91.23779297,43.6307373,574
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.24925995,43.59635925,623,-91.24925995,43.59635925,1091,-91.24925995,43.59635925,575
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.2607193,43.55625153,624,-91.2607193,43.55625153,1092,-91.2607193,43.55625153,576
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.22634125,43.51041412,625,-91.22634125,43.51041412,1093,-91.22634125,43.51041412,577
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.22061157,43.51041412,626,-91.22061157,43.51041412,1094,-91.22061157,43.51041412,578
Houston,(SE) Fillmore-Houston,Southeast (SE),27055,99501,99500,-91.22634125,43.49895477,627,-91.22634125,43.49895477,1095,-91.22634125,43.49895477,579
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.16828918,47.4007988,642,-95.16828918,47.4007988,816,,,
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.66408539,47.40652847,643,-94.66408539,47.40652847,817,-94.66408539,47.40652847,386
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.66981506,47.33204269,630,-94.66981506,47.33204269,818,-94.66981506,47.33204269,387
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.65835571,47.32631302,631,-94.65835571,47.32631302,819,-94.65835571,47.32631302,388
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.65835571,46.97680664,632,-94.65835571,46.97680664,820,-94.65835571,46.97680664,389
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.64690399,46.97680664,633,-94.64690399,46.97680664,821,-94.64690399,46.97680664,390
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.64690399,46.80492401,634,-94.64690399,46.80492401,822,-94.64690399,46.80492401,391
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.77867889,46.80492401,635,-94.77867889,46.80492401,823,-94.77867889,46.80492401,392
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.14537048,46.80492401,636,-95.14537048,46.80492401,824,-95.14537048,46.80492401,393
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.13964844,46.98254013,637,-95.13964844,46.98254013,825,-95.13964844,46.98254013,394
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.16255951,46.98254013,638,-95.16255951,46.98254013,826,-95.16255951,46.98254013,395
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.16828918,47.1486969,639,-95.16828918,47.1486969,827,-95.16828918,47.1486969,396
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-94.66408539,47.40652847,629,,,,,,
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.16255951,47.32058716,640,,,,,,
Hubbard,(NW) North Country,Northwest (NW),27057,99301,99300,-95.17401886,47.32631302,641,,,,,,
Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.0196991,45.41836548,645,-93.0196991,45.41836548,135,,,
Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.51817322,45.42982483,646,-93.51817322,45.42982483,136,,,
Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.51817322,45.5730629,647,-93.51817322,45.5730629,137,,,
Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.51817322,45.74494934,648,-93.51817322,45.74494934,138,,,
Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.14001465,45.74494934,649,-93.14001465,45.74494934,139,,,
Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.14001465,45.5730629,650,-93.14001465,45.5730629,140,,,
Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.01396942,45.5730629,651,-93.01396942,45.5730629,141,,,
Isanti,(C) Isanti,Central (C),27059,99004,99000,-93.0196991,45.41836548,652,-93.0196991,45.41836548,142,-93.0196991,45.41836548,102
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.3890686,47.4237175,706,-94.3890686,47.4237175,537,-94.3890686,47.4237175,182
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.3661499,47.41798782,705,-94.3661499,47.41798782,538,-94.3661499,47.41798782,183
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.33750153,47.4237175,704,-94.33750153,47.4237175,539,-94.33750153,47.4237175,184
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.31458282,47.41798782,703,-94.31458282,47.41798782,540,-94.31458282,47.41798782,185
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.29166412,47.41798782,702,-94.29166412,47.41798782,541,-94.29166412,47.41798782,186
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.28593445,47.42944336,701,-94.28593445,47.42944336,542,-94.28593445,47.42944336,187
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.26301575,47.44090652,700,-94.26301575,47.44090652,543,-94.26301575,47.44090652,188
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.25728607,47.45236206,699,-94.25728607,47.45236206,544,-94.25728607,47.45236206,189
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.24582672,47.45809555,698,-94.24582672,47.45809555,545,-94.24582672,47.45809555,190
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.24582672,47.46955109,697,-94.24582672,47.46955109,546,-94.24582672,47.46955109,191
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.24009705,47.49246979,696,-94.24009705,47.49246979,547,-94.24009705,47.49246979,192
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.2286377,47.50966263,695,-94.2286377,47.50966263,548,-94.2286377,47.50966263,193
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.21144867,47.51538849,694,-94.21144867,47.51538849,549,-94.21144867,47.51538849,194
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.19998932,47.50393295,693,-94.19998932,47.50393295,550,-94.19998932,47.50393295,195
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.17707062,47.51538849,692,-94.17707062,47.51538849,551,-94.17707062,47.51538849,196
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.15415955,47.51538849,691,-94.15415955,47.51538849,552,-94.15415955,47.51538849,197
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.10832214,47.49819946,690,-94.10832214,47.49819946,553,-94.10832214,47.49819946,198
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.07393646,47.48674393,689,-94.07393646,47.48674393,554,-94.07393646,47.48674393,199
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.04528809,47.46382523,688,-94.04528809,47.46382523,555,-94.04528809,47.46382523,200
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.02810669,47.43517685,687,-94.02810669,47.43517685,556,-94.02810669,47.43517685,201
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.99372101,47.41798782,686,-93.99372101,47.41798782,557,-93.99372101,47.41798782,202
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.99372101,47.40652847,685,-93.99372101,47.40652847,558,-93.99372101,47.40652847,203
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.01091766,47.4007988,684,-94.01091766,47.4007988,559,-94.01091766,47.4007988,204
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.02237701,47.38933945,683,-94.02237701,47.38933945,560,-94.02237701,47.38933945,205
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.02237701,47.36642075,682,-94.02237701,47.36642075,561,-94.02237701,47.36642075,206
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-94.01091766,47.3549614,681,-94.01091766,47.3549614,562,-94.01091766,47.3549614,207
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.95361328,47.33204269,680,-93.95361328,47.33204269,563,-93.95361328,47.33204269,208
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.91924286,47.29766846,679,-93.91924286,47.29766846,564,-93.91924286,47.29766846,209
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.89632416,47.29766846,678,-93.89632416,47.29766846,565,-93.89632416,47.29766846,210
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.88486481,47.30912399,677,-93.88486481,47.30912399,566,-93.88486481,47.30912399,211
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.86767578,47.32058716,676,-93.86767578,47.32058716,567,-93.86767578,47.32058716,212
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.8390274,47.31485367,675,-93.8390274,47.31485367,568,-93.8390274,47.31485367,213
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.81037903,47.29193497,674,-93.81037903,47.29193497,569,-93.81037903,47.29193497,214
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.78173828,47.29193497,673,-93.78173828,47.29193497,570,-93.78173828,47.29193497,215
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.7702713,47.28047943,672,-93.7702713,47.28047943,571,-93.7702713,47.28047943,216
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.77600098,47.26328659,671,-93.77600098,47.26328659,572,-93.77600098,47.26328659,217
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.79319,47.24609756,670,-93.79319,47.24609756,573,-93.79319,47.24609756,218
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.79891968,47.22891235,669,-93.79891968,47.22891235,574,-93.79891968,47.22891235,219
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.78746033,47.21172333,668,-93.78746033,47.21172333,575,-93.78746033,47.21172333,220
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.7702713,47.20599365,667,-93.7702713,47.20599365,576,-93.7702713,47.20599365,221
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.7702713,47.01691437,666,-93.7702713,47.01691437,577,-93.7702713,47.01691437,222
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.03688812,47.02264404,665,-93.03688812,47.02264404,589,,,
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.03688812,47.10858917,664,-93.03688812,47.10858917,590,,,
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.05407715,47.10858917,663,-93.05407715,47.10858917,591,,,
Itasca,(NE) Aitkin-Itasca-Koochiching,Northeast (NE),27061,99200,99200,-93.04833984,47.36642075,662,-93.04833984,47.36642075,592,,,
